"","hid","Adiantum latifolium","Ageratum conyzoides","Aidia densiflora","Alstonia scholaris","Archidedron pavriflorum","Archidendron pauriflorum","Arthocarpus integra","Artocarpus heterophyllus","Artocarpus integer","Artocarpus champeden","Asplenium nidus","Asystasia gangetica","Axonopus compressus","Batang Salung","Bauhinia semibifida","Blechnum orientale","Borreria latifolia","Chromolaena odorata","Clidemia hirta","Coffea sp.","Croton hirtus","Cyperus compressus","Cyperus rotundus","Dalbergia candenatensis","Davallia denticulata","Dicranopteris linearis","Durio zibethinus","Elaeis guineensis","Elausine indica","Glochidion rubrum","Goniophlebium verrucosum","Hevea brasiliensis","Hyptis capitata","Imperata cylindrica","Imperata silindrica","Ixora grandifolia","Jengkol","Lantana camara","Legazpia polygonoides","Lindernia diffusa","Lindsaea diffusa","Lindsaea ensifolia","Lindsaea nitida","LN: Akar","LN: Akar Kait-Kait","LN: Akar terpal","LN: Alang alang","LN: Amplas kijung","LN: Anak laras","LN: Anting","LN: Batang Kabau","LN: Batang leban","LN: Batang merah","LN: Batang Merah","LN: Batang mupur","LN: Batang Siancing","LN: Cabe-cabean","LN: Cempedak","LN: Cempedak aek","LN: Dumian hutan","LN: Jambu-Jambu","LN: Jambu biji","LN: Jelatang","LN: Jengkol","LN: Jerat Padang","LN: Jeruk Manis","LN: Jeruk nipis","LN: Kaca Kacang","LN: Kacang hijau","LN: Kancilan","LN: Kara Karang","LN: Kayu medang","LN: Kayu Mengkubung","LN: Kayu merah","LN: Kayu paku","LN: Kayu paku-paku","LN: Kayu plangas","LN: Kayu teri-teri","LN: Kemenyan","LN: Kemiri hutan","LN: Kopi","LN: Laos- Laosan","LN: Lengkuas","LN: Mahoni","LN: Mata Keli","LN: Melati hutan","LN: Memyan","LN: Merpoi","LN: Nangka","LN: Narung","LN: Pakai sepasang","LN: Paku ?","LN: Paku pedang","LN: Paku rambat","LN: Paku sepasang","LN: Pancing Pancingan","LN: Pandan","LN: Plangas","LN: Pohon afrika","LN: Pohon berumbun","LN: Pohon cepekal","LN: Pohon kembang","LN: Pucuk Sungkai","LN: Pulai","LN: Pulai sp. 1","LN: Pulai sp. 2","LN: Ramputan","LN: Resam","LN: Rumput umum","LN: Salung","LN: Senayan","LN: Sepang","LN: Tepus","LN: Teranf belanda","LN: Terong belanda","LN: Wiladah","Ludwigia octovalvis","Lycopodiella cernua","Lycopodiella cernua","Lygodium circinatum","Lygodium flexuosum","Lygodium microphyllum","Lygodium salicifolium","Lygodium sp.","Macaranga bancana","Macaranga gangetica","Macaranga gigantea","Macaranga gigantica","Macaranga gigantifolia","Macaranga recurvata","Macaranga triloba","Mangifera indica","Melastoma affine","Melastoma malabathricum","Mikania micrantha","mimosa","Mimosa","Mimosa pudica","Mimosa sp.","Mimosa pudica","Molineria latifolia","MS: Aktonia","MS: Batang garuh","MS: Batang puah","MS: Bunga plasitk","MS: Bunga plastik","MS: Cabe sp.","MS: Cpekal","MS: Daun berbulu","MS: Daun gatal","MS: Daun love merambat","MS: Daun mahang","MS: Daun pandan","MS: Daun perak","MS: Daun plastic","MS: Gerigi","MS: Granul outside","MS: Granula inside","MS: Kaca Kacang","MS: Kayak Macaranga","MS: Kayu plangas","MS: Love daun berbulu tebal","MS: Love menjala gerigi","MS: Love menjalar","MS: Love merambat","MS: love tebal","MS: Mirip amplas","MS: Mirip cabe","MS: Mirip Cape","MS: Mirip Karet","MS: Mirip repens","MS: Ngejalar bukan love","MS: Orange Asystasia gangetica","MS: Paku bau","MS: Paku bintang","MS: Paku Karat","MS: Paku keriting","MS: Paku merambat","MS: Paku pasangan","MS: Paku sp.","MS: Paku sp. 1","MS: Pucuk","MS: Puruk","MS: Rotan","MS: Rumput berdiri","MS: Rumput Coklat","MS: Rumput gajah","MS: Salung/ Puruk","MS: Teki","MS: Teki/ Gajah","Musa sp.","Mussaenda frondosa","Nephelium lappaceum L.","Nephrolepis biserrata","Nephrolepis biserrata","Oplismenus compositus","Ottochlosa nodosa","Oxalis barrelieri","Panicum repens","Panicum luzonense","Paspalum cetaceum","Paspalum conjugatum","Paspalum repens","Paspalum scrobiculatum","Paspalum setaceum","Pericampylus glaucus","Phylanthus niruri","Phylanthus urinaria","Phyllanthus niruri","Phyllanthus urinaria","Psidium guajava","Ro_5117-5121","Rolandra fruticosa","Rotan getah","Scleria bancana","Scleria ciliaris","Scleria sumatrensis","Selaginella intermedia","Solanum betaceum","Spermaococe cristata","Stachytarpheta indica","Stachytarpheta jamaicensis","Stenochlaena palustris","Syzygium polyanthum","Taenitis blechnoides","Tetracera indica","Theobroma cacau","Ubi racun/arang","Undient_ 1047","Undient_ 1048","Undient_ 1049","Undient_ 1050","Undient_ 1051","Unicent_504","Unicent_505","Unicent_506","Unicent_507","Unident_ 1044","Unident_ 1045","Unident_ 1046","Unident_ 1116","Unident_ 1117","Unident_ 1216","Unident_ 1254","Unident_ 1255","Unident_ 1256","Unident_ 1257","Unident_ 549","Unident_ 550","Unident_ 551","Unident_ 552","Unident_ 553","Unident_ 969","Unident_1","Unident_10","Unident_100","Unident_1001","Unident_1004","Unident_1005","Unident_1006","Unident_1007","Unident_1008","Unident_1009","Unident_101","Unident_1010","Unident_1011","Unident_1012","Unident_1013","Unident_1014","Unident_1015","Unident_1016","Unident_1017","Unident_1018","Unident_102","Unident_1022","Unident_1023","Unident_1024","Unident_1025","Unident_1027","Unident_1028","Unident_1029","Unident_1031","Unident_1034","Unident_1035","Unident_1038","Unident_1039","Unident_1056","Unident_1057","Unident_1058","Unident_1061","Unident_1062","Unident_1063","Unident_1065","Unident_1066","Unident_1072","Unident_1073","Unident_1074","Unident_1075","Unident_1080","Unident_1081","Unident_1082","Unident_1083","Unident_1087","Unident_1090","Unident_1093","Unident_1094","Unident_1097","Unident_1098","Unident_1099","Unident_11","Unident_1102","Unident_1103","Unident_1105","Unident_1108","Unident_111","Unident_1111","Unident_1112","Unident_1113","Unident_1118","Unident_112","Unident_1121","Unident_1122","Unident_1123","Unident_1127","Unident_113","Unident_1133","Unident_1134","Unident_1135","Unident_1136","Unident_1137","Unident_114","Unident_1140","Unident_1141","Unident_1142","Unident_1143","Unident_115","Unident_1152","Unident_1153","Unident_1154","Unident_1155","Unident_1156","Unident_1157","Unident_1158","Unident_116","Unident_1162","Unident_1164","Unident_1165","Unident_1166","Unident_1167","Unident_117","Unident_1171","Unident_1172","Unident_1175","Unident_1178","Unident_1179","Unident_1187","Unident_1188","Unident_1189","Unident_1190","Unident_1191","Unident_1195","Unident_1196","Unident_1197","Unident_12","Unident_1200","Unident_1201","Unident_1202","Unident_1207","Unident_1208","Unident_122","Unident_1221","Unident_1222","Unident_1226","Unident_1227","Unident_1228","Unident_1229","Unident_123","Unident_1239","Unident_1240","Unident_1241","Unident_1242","Unident_1243","Unident_1244","Unident_1245","Unident_1247","Unident_1259","Unident_128","Unident_129","Unident_13","Unident_130","Unident_131","Unident_137","Unident_138","Unident_139","Unident_14","Unident_140","Unident_141","Unident_142","Unident_144","Unident_145","Unident_150","Unident_154","Unident_155","Unident_156","Unident_159","Unident_160","Unident_161","Unident_164","Unident_165","Unident_166","Unident_170","Unident_171","Unident_182","Unident_183","Unident_184","Unident_185","Unident_186","Unident_187","Unident_188","Unident_189","Unident_190","Unident_191","Unident_192","Unident_194","Unident_2","Unident_20","Unident_201","Unident_203","Unident_204","Unident_205","Unident_206","Unident_207","Unident_208","Unident_209","Unident_21","Unident_210","Unident_211","Unident_212","Unident_213","Unident_216","Unident_217","Unident_22","Unident_222","Unident_223","Unident_224","Unident_225","Unident_226","Unident_227","Unident_233","Unident_234","Unident_235","Unident_240","Unident_241","Unident_242","Unident_246","Unident_247","Unident_248","Unident_251","Unident_258","Unident_26","Unident_262","Unident_263","Unident_264","Unident_265","Unident_266","Unident_267","Unident_27","Unident_275","Unident_276","Unident_277","Unident_278","Unident_279","Unident_280","Unident_281","Unident_282","Unident_287","Unident_288","Unident_289","Unident_293","Unident_294","Unident_3","Unident_30","Unident_300","Unident_301","Unident_302","Unident_303","Unident_304","Unident_305","Unident_306","Unident_307","Unident_31","Unident_314","Unident_315","Unident_316","Unident_317","Unident_318","Unident_32","Unident_320","Unident_332","Unident_333","Unident_334","Unident_335","Unident_336","Unident_337","Unident_338","Unident_339","Unident_340","Unident_341","Unident_342","Unident_343","Unident_345","Unident_348","Unident_349","Unident_350","Unident_353","Unident_356","Unident_357","Unident_358","Unident_36","Unident_362","Unident_363","Unident_364","Unident_365","Unident_366","Unident_367","Unident_368","Unident_37","Unident_373","Unident_374","Unident_375","Unident_376","Unident_38","Unident_382","Unident_383","Unident_384","Unident_385","Unident_387","Unident_391","Unident_392","Unident_398","Unident_4","Unident_403","Unident_404","Unident_405","Unident_406","Unident_407","Unident_408","Unident_409","Unident_410","Unident_411","Unident_416","Unident_417","Unident_418","Unident_419","Unident_420","Unident_421","Unident_431","Unident_432","Unident_433","Unident_434","Unident_435","Unident_436","Unident_437","Unident_438","Unident_439","Unident_440","Unident_441","Unident_444","Unident_445","Unident_452","Unident_453","Unident_454","Unident_456","Unident_463","Unident_464","Unident_465","Unident_466","Unident_467","Unident_471","Unident_472","Unident_479","Unident_480","Unident_481","Unident_482","Unident_483","Unident_484","Unident_485","Unident_486","Unident_487","Unident_49","Unident_497","Unident_498","Unident_499","Unident_5","Unident_50","Unident_500","Unident_501","Unident_502","Unident_503","Unident_51","Unident_511","Unident_512","Unident_513","Unident_515","Unident_52","Unident_520","Unident_521","Unident_526","Unident_527","Unident_528","Unident_529","Unident_53","Unident_530","Unident_531","Unident_535","Unident_536","Unident_537","Unident_538","Unident_54","Unident_540","Unident_542","Unident_55","Unident_559","Unident_56","Unident_560","Unident_561","Unident_564","Unident_565","Unident_566","Unident_569","Unident_57","Unident_570","Unident_571","Unident_574","Unident_575","Unident_576","Unident_58","Unident_580","Unident_583","Unident_585","Unident_59","Unident_592","Unident_594","Unident_595","Unident_596","Unident_597","Unident_598","Unident_599","Unident_6","Unident_603","Unident_604","Unident_605","Unident_606","unident_609","Unident_610","Unident_615","Unident_616","Unident_617","Unident_620","Unident_621","Unident_625","Unident_626","Unident_627","Unident_629","Unident_63","Unident_630","Unident_635","Unident_636","Unident_637","Unident_638","Unident_639","Unident_642","Unident_643","Unident_644","Unident_652","Unident_653","Unident_654","Unident_655","Unident_656","Unident_657","Unident_658","Unident_660","Unident_662","Unident_663","Unident_668","Unident_669","Unident_67","Unident_670","Unident_671","Unident_672","Unident_673","Unident_677","Unident_678","Unident_68","Unident_683","Unident_684","Unident_685","Unident_686","Unident_687","Unident_688","Unident_69","Unident_691","Unident_693","Unident_694","Unident_695","Unident_696","Unident_699","Unident_7","Unident_70","Unident_700","Unident_701","Unident_702","Unident_705","Unident_706","Unident_708","Unident_71","Unident_711","Unident_713","Unident_718","Unident_719","Unident_720","Unident_724","Unident_725","Unident_726","Unident_730","Unident_733","Unident_734","Unident_739","Unident_740","Unident_741","Unident_744","Unident_745","Unident_746","Unident_750","Unident_751","Unident_754","Unident_755","Unident_756","Unident_759","Unident_760","Unident_761","Unident_763","Unident_764","Unident_768","Unident_77","Unident_773","Unident_774","Unident_775","Unident_777","Unident_778","Unident_78","Unident_781","Unident_782","Unident_79","Unident_794","Unident_795","Unident_796","Unident_797","Unident_798","Unident_799","Unident_8","Unident_80","Unident_800","Unident_801","Unident_802","Unident_803","Unident_804","Unident_807","Unident_808","Unident_809","Unident_81","Unident_811","Unident_813","Unident_814","Unident_815","Unident_816","Unident_82","Unident_820","Unident_824","Unident_825","Unident_83","Unident_830","Unident_831","Unident_832","Unident_833","Unident_834","Unident_835","Unident_836","Unident_843","Unident_844","Unident_845","Unident_846","Unident_850","Unident_855","Unident_856","Unident_857","Unident_860","Unident_861","Unident_864","Unident_873","Unident_874","Unident_875","Unident_876","Unident_877","Unident_878","Unident_879","Unident_88","Unident_880","Unident_886","Unident_887","Unident_888","Unident_889","Unident_89","Unident_890","Unident_891","Unident_898","Unident_899","Unident_9","Unident_90","Unident_900","Unident_901","Unident_902","Unident_907","Unident_908","Unident_909","Unident_91","Unident_915","Unident_916","Unident_917","Unident_918","Unident_919","Unident_92","Unident_920","Unident_923","Unident_926","Unident_927","Unident_928","Unident_929","Unident_935","Unident_936","Unident_937","Unident_938","Unident_943","Unident_944","Unident_947","Unident_948","Unident_952","Unident_953","Unident_954","Unident_955","Unident_959","Unident_960","Unident_961","Unident_962","Unident_966","Unident_967","Unident_968","Unident_971","Unident_974","Unident_975","Unident_979","Unident_98","Unident_980","Unident_985","Unident_986","Unident_987","Unident_988","Unident_99","Unident_991","Unidetn_747","Unidetn_829","Vittaria ensiformis","Wedelia biflora"
"1",3,0,0,0,0,0,0,0,0,0,0,0,815,0,0,0,0,0,0,516,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"2",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
