"","hid","367_Sharp flower plant","374_GreenLantern","374_RoughLong","374_SharpLongLeaves","488_No Name","Acmella paniculata","Adiantum latifolium","Ageratum conyzoides","akar_akaran","alpinia galanga","Alstonia scholaris","Amplas kijang","Archidendron pauciflorum","ardocarpus elasdicus","Artocarpus sp","Asam Kandis","Asplenium glaucophyllum","Asplenium longissimum","Asplenium nidus","Asystasia gangetica","asytasia berbulu","Awar awar","Axonopus compressus","Balek angin","Basilikum alike","batang bunga putih","Batang Daun Berbulu","Batang Daun Bulu","batang dua warna","batang hijau","Batang Merah","Bauhinia semibifida","Blechnum Ensifolia","Blechnum orientale","Borreria alata","Borreria latifolia","boy paku","Buah berbulu","Buah Ungu","bunga berjarak","Bunga Hitam","Bunga Merah","Bunga Putih","Cabang 6","Calopogonium Glaucophyllum","Calopogonium mucunoides","carex rupestris","Cathula Prostata","Centotheca lappacea","Centrosema pubescens","Cheilocostus speciosus","Chromolaena odorata","cleome berbulu","Cleome rutidosperma","Clibadium surinamense","Clidemia hirta","climbing plant with hairy leaves and a red fruit that tastes like cucumber","Climbing plant with rubbery leaves","climbing rubber","Cocoa","Coffea sp.","Colocasia Esculenta","costus woodsoni","Crassocephalum crepidioides","Croton hirtus","Cuphea carthagenensis","Cyrtococcum patens","Daun Belakang Merah","daun berbulu","daun bergerigi","Daun bergerigi licin","Daun Bergetah","Daun berpori","daun bulu tipis","Daun Double","Daun gerigi tumpul","Daun Hati","Daun Hijau","daun ibu","Daun Imut","Daun Jarak","Daun Jari","Daun Jati","daun jelutung","Daun Katu","Daun katu hutan","Daun Katuk","Daun Kayu Putih","Daun Kunyit kunyitan","Daun Lebar","Daun Lirik","Daun Menjari","Daun obat","daun pandan","Daun Rambutan","daun ribu","Daun Ribu Ribu","Daun salam","Daun Salam Hutan","Daun serat","Daun Sirih","Daun sirih hutan","Daun Sobek","Daun Talas","Daun ubi bulu","Davalia orientale","Davallia denticulata","DB Bulu","Dicranopteris linearis","dillenia philippinansis","Drynaria Quercifolia","Duku","Durio zibethinus","Dyera costulata","Elaeis guineensis","endospermum bergerigi","Endospermum diadenum","Eulophia Spectabilis","ficus variegata","Furry leaves","genus american chesnut","Gerombola hijau","Globba pendula","Goniophlebium verrucosum","heart formed leaves","Helminthostachys zeylanica","Hevea Brasiliensis","Hyptis capitata","Imperata cylindrica","Ixora grandifolia","Jambu bol","Jamur Tanah","Jelutung s.p","Jengkol","juncus bufonius","kandis","Kantong Semar","kayu berumbung","Kayu kelat","kayu mahang","kayu plangas","kayu tempe tempe","Kayu terap","Kayu Tutup","Kedobdong","Kedondong","Kunyit hutan","Kunyit Hutan","Kunyit kunyitan","Lansium parasiticum


","Lantana camara","Laos hutan","Laos laosan","Lasianthus inaequalis","Legazpia polygonoides","Leptaspis urceolata","Ligodium cf.circinatum 14","Ligodium Salicifolium","Like batangmerah","Like daun jeruk nipis","like daun katu","like goniophlebium","Like kedondong","Like Lasianthus inaequalis","Like Mangoes leaf","Like meremia","Like Merremia","Like oxalis","Like pakis","Like red melasthoma","Like rubber","Like schopalia","Lindernia crustacea","Lindernia diffusa","Lindsaea diffusa","Lindsaea ensifolia","Lindsaea Salicifolium","LN: Cabe-cabean","LN: Kaca Kacang","LN: Kayu berumbung","LN: Kayu medang","LN: Kopi","LN: Laos- Laosan","LN: Lengkuas","LN: Paku rambat keriting","LN: Pandan","LN: Plangas","LN: Pulai","LN: Pulai sp. 1","LN: Rambutan","LN: Salung","Long Sharp Leaves Tree","Long Straight Grass","Looks like Acmella paniculata","Looks like cleome rutidosperma","Looks like Ficus","Looks like Lindsaea Ensifolia","looks like Merrenia Umbelata","Looks like Mussaenda Frondusa","Looks Like peperomia pellucida","Looks Like Tetracera Indica","Ludwigia octovalvis","lumut","Lycopodiella cernua","Lygodium cf circinatum","lygodium cf salicifolium","Lygodium cf. circinatum","lygodium cf.circinatum","Lygodium cf.circinatum","lygodium cf.salicifolium","Lygodium cf.salicifolium","Lygodium circinatum","Lygodium cs.circinatum","Lygodium salicifolium","Lygodium salisipolium","Lygodium sp.","Macaranga bancana","Macaranga triloba","Mallotes euphorbialeae","Mallotus peltatus","Mampat","Mangifera indica","Marantodes pumilum","Medang Kancil","Medang Peraweh","Melastoma affine","melastoma candidum","Melastoma malabathricum","Merremia umbellata","mikania micrantha","Mikania micrantha","Mimosa pudica","mirip clidemia tapi merambat","Mirip Daun Durian","Mirip Daun Jati","mirip daun jeruk","mirip daun kare","Mirip Daun Salam","mirip daun tembakau","Mirip Ensospermum","Mirip Ixora","Mirip Jati","mirip karet","Mirip Karet","Mirip Kedondong","mirip kopi","mirip Lindsaea","Mirip Macaranga (love)","mirip mapple","mirip marantodes pumilium","mirip obat kuat menjalar","mirip pakis","Mirip paku pakuan","Mirip Pulai Pipit","Mirip Salam","Mirip Sellaginela","Mirip Sungkai","Mirip Talas","mirip waru","Mirip Waru","Molinera latifolia","MS: daun Gerigi","MS: Daun love merambat","MS: Daun pandan","MS: Mirip Karet","MS: Paku rambat keriting","MS: Rumput gajah","musaceae sp","Mussaenda frondosa","Nephrolepis biserrata","Nephrolepis<U+00A0>biserrata","No name 1","No Name 1","No Name 2","No Name 3","No Name 4","Obat kuat","Ophioglossum pendulum","Ottochloa nodosa","Ovalblattb<e4>umchen","Oxalis barrelieri","Pakis","pakis hutan","Paku","Paku  Cemara","Paku buluh","Paku cemara","Paku Cemara","Paku cilik","paku flower","Paku karet","paku kristal","Paku Lebar","paku merambat","Paku Pedang","Paku Pipih","Paku wayang","pandan","Pandan","Pandan hutan bunga kuning","pandanus","Panicum repens","Paspalum dilatatum","Passiflora foetida","pennisetum polystachion","Penuh daun","Peperomia pellucida","Phylanthus urinaria","phyllanthus urinaria","Phyllanthus urinaria","Pikform Blattbaum","piper nigrum","pityogramma calomelanos","Pityrograma calomelanos","pityrogramma calomelanos","Pityrogramma calomelanos","Pityrogramma Calomelanos","Pityrogramna Calomelanos","pohon coklat","Pohon Pelagas","Pohon Seribu","Poikilispermum suaveolens","Poikilospermum suaveoens","Poikilospermum suaveolens","Poikilospermum Suaveolens","Polygala paniculata","pouzalzia zeylanica","pouzolzia zeylania","Pouzolzia zeylanica","Pouzolzia Zeylanica","Pucuk Berbulu","Pucuk cabang 2","Pucuk merah","Pucuk Merah","Pulai","Rambat 1","Rambat hijau bulu","rambat jok","Rambutan","Rambutan Hutan","rattan","rhododendron lookalike","Rhynchospora colorata","Rolandra<U+00A0>fruticosa","Rothmannia macrophylla","Rumbai","Rumput janggut kambing","rumput menjalar","Runcing Gerigi","rundbl<e4>ttriges Unkraut","salam hutan","Salomonia cantoniensis","Sauropus androgynus","Scleria ciliaris","Scleria sumatrensis","Scoparia dulcis","Selaginella intermedia","Selaginella plana","Sengkuang","Silky endospermum","similar to daun katu","Sirih Hutan","Sirih Sirihan","Solanum Melongena","Solanum<U+00A0>betaceum","Spermacoce cristata","Sphagneticola trilobata","spitzblaettriges unkraut (aehnlich Pouzalzia S.11)","Stachytarpheta indica","Stachytarpheta jamaicensis","Stachytarpheta urinaria","Stenochlaena palustris","Sugkai","Sukun","Sungkai","Synedrella nudiflora","Syzygium polyanthum","Taenitis blechnoides","Talas","tanaman Boncel","Tanaman Hias 1","tarenia violecea","Tembakau","Tembakau bulu","Tempinis","Tetracera indica","Three corner leaf","Torenia violacea","Tradescantia fluminensis variegata","Tulang Daun Merah","Tumbuhan Paku","tumbuhan salung","tunas sawit/anakan sawit","Ubi Kayu","Ubi racun/arang","Uncaria cordata","Urena lobata","Vittaria elongata","Vittaria ensiformis"
"1",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0
"2",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,6,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0
"3",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0
"5",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"6",24,0,0,0,0,0,0,556,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,6,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,72,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"9",34,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,82,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,0,0,0,0,0,0,0,0,1,0,2320,0,0,2,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
