"","hid","Acanthaceae spec.","Acosmium spec.","Adenia macrophyla","Adenia macrophylla","Adiantum spec.","Adiantum trapeziforme","Agelaea borneensis","Agelaea spec.","Ageratum conyzoides","Aglaonema spec.","Agrostistachys borneensis","Aidia densiflora","Albizia falcataria","Alocasia longifolia","Alstonia scholaris","Alstonia spec. 1","Alstonia spec. 2","Amaranthus spinosus","Amomum cardamomum","Amomum lappaceum","Amomum spec.","Ancistrocladus tectorius","Annonacea spec. Fi0748-Fi0751","Apocynaceae spec.","Aporosa aunta","Aporosa grandistipula","Aporosa octandra","Aracea spec. Fi1103-1107","Arachis spec.","Arachis triloba ? Macaranga triloba??","Archidendron bubalinum","Arcypteris irregularis","Arenga sp.1","Argostema spec.","Artocarpus altilis","Artocarpus integer","Artocarpus spec.","Asplenium longissimum","Asplenium longissimum, ?","Asplenium nidus","Asystasia gangetica","Asystasia spec.","Avicennia marina","Axonopus compressus","Axonopus spec.","Bauhinia semibifida","Bauhinia spec.","Bellucia pentamera","Blechnum orientale","Blumea balsamifera","Borreria latifolia","Borreria ocymoides","Borreria repens","Breynia cernua","Breynia oblongifolia","Breynia spec.","Breynia stipitata","Bridelia insulana","Bridelia monica","Bromheadia finlaysoniana","Buettneria sp.1","Caladium spec. Fi0753-0757","Calophyllum venulosum","Calopogonium mucunoides","Canarium littorale","Cardiospermum grandiflorum","Cayratia geniculata","Cayratia japonica","Cayratia novemfolia","Centhotecha lappaceae","Centotheca lappacea","Centotheca spec.","Christella parasitica","Chromolaena odorata","Cirtococcum spec.","Cissus spec.","Clausena excavata","Cleome rutidosperma","Clerodendrum serratum","Clerodendrum sp.1","Clibadium surinamense","Clidemia hirta","Colocasia esculenta","Colocasia spec.","Coptosapelta tomentosa","Cordyline spec.","Costus spec.","Crassocephalum crepidioides","Cratoxylum sumatranum","Croton glandulosus","Cuphea carthagenensis","Cuphea spec.","Curculigo latifolia","Cyrtandra spec.","Cyrtococcum accrescens","Cyrtococcum mucrescens","Cyrtococcum patens","Cyrtococcum spec.","Dalbergia candenatensis","Davalia denticulata","Davalia spec.","Derris trifoliata","Desmodium heterocarpum","Dicranopteris linearis","Dillenia eximia","Dioscorea filiformis","Dioscorea hispida","Diplazium dietrichianum","Dipteracantus spec.","Dracaena elliptica","Echinochloa colonum","Echinochloa crus-galli","Echinochloa crus galli","Echinochloa spec.","Elaeis guineensis","Elaeocarpus mastersii","Elephantopus mollis","Elephantus mollis","Eleusine indica","Embelia ribes","Endospermum diadenum","Erigeron sumatrensis","Erycibe sp.1","Erycibe spec.","Etlingera spec.","Euodia latifolia","Eupatrium odoratum","Euphobia spec.","Euphorbia spec.","Euphorbiaceae spec. 1","Euphorbiaceae spec. 2","Euria nitida","Ficus bengamina","Ficus cryptosyce","Ficus fistulosa","Ficus montana","Flacourtia rukam","Flemingia strobilifera","Fordia splendidissima","Galearia filiformis","Galearia fulva","Galeria spec.","Garcinia mangostana","Gardenia anisophylla","Gentianaceae spec.","Gesneriaceae spec.","Gigantochloa apus","Girroniera nervosa","Globa spec.","Glochidion arborescens","Goniophlebium verrucosum","Gordonia excelsa","Guioa pleuropteris","Gymnema spec.","Gynotroches axillaris","Hedyotis diffusa","Heleocharis spec.","Helmintostachys zeylanica","Hevea brasiliensis","Hibiscus mutabilis","Histiopteris incisa","Hypserpa nitida","Hyptis brevipes","Hyptis capitata","Imperata cylindrica","Ixora spec.","Jussiaea linifolia","Labisia acuta","Lantana camara","Leea indica","Legazpia polygonoides","Legunimose spec.","Lindernia sp. 1","Litsea spec.","locak name: Rumput pulut","locakl name: Waru","local name:  Akar gangat","local name:  Antaran/Pegagan","local name:  Wedilia biflora","local name: Akar cimurai","local name: Akar getah","local name: Akar kalim penarg","local name: Akar kenia","local name: Akar kunyit","local name: Akar letu","local name: Akar otan","local name: Akar padi-padi","local name: Akar Sebasau","local name: Akar sedigin","local name: Akar telur","local name: Akar terpal","local name: Amben bua","local name: Amplasan","local name: Anak kayu aro","local name: Anak medang","local name: Anggrung","local name: Badang burung","local name: Balsam","local name: Bangkung","local name: Batang kaban","local name: Batang pulai","local name: Batang rambe","local name: Batang sejengkal","local name: Batang setawa","local name: Batang Sungkai","local name: Berbau mint","local name: Beringin","local name: Bulangan/Badulang","local name: Buruk sawah","local name: Butng Kayu ribu-ribuant","local name: Capoklek","local name: Caspo","local name: Cempedak","local name: Cepekal","local name: Cetokan","local name: Daun kacang-kacang","local name: Daun tulang tegas","local name: Fahmi","local name: Faizal flower","local name: Gadung","local name: Gawal-gawal","local name: Gawal-Gawal","local name: gear like","local name: Gear like","local name: Hanjuang","local name: Jambu-jambu","local name: Jambuan","local name: Jatian","local name: Jengkol","local name: Jeruk-jerukan","local name: Jeruk/ Jeruk hipis","local name: Jira","local name: Kandri","local name: Kayu balam","local name: Kayu baru","local name: kayu batang seribu","local name: Kayu bebantut","local name: Kayu Cemekal","local name: Kayu kampui","local name: Kayu kedemik","local name: kayu kelat","local name: Kayu Klebuk","local name: Kayu laban","local name: Kayu medang","local name: Kayu mentimun","local name: Kayu minyak","local name: Kayu plangas","local name: Kayu pulai","local name: Kayu pule","local name: Kayu ribu-ribuan","local name: Kayu sapu","local name: Kayu Senyri","Local name: Kayu seribu","local name: Kayu siak","local name: Kayu slaung","local name: Kayu tanah","local name: Kayu ubi","local name: Kemadu","local name: Kemuning","local name: Kendung","local name: Kerisan","local name: Kerubut","local name: Khongin","local name: Kindai","local name: Kinidai","local name: Klebuk","local name: Kopi/Pohon Kopi","local name: Krangi","local name: Kuping gajah","local name: Labu kayu","local name: Lawatan","local name: Leaf yellow margin","local name: Leban","local name: Liba","local name: Ligodiuman","local name: Liman-Liman/Ketek duri","local name: Mahang","local name: Mali mali","local name: Mangkirai","local name: Marpui","local name: Mata keli","local name: Medang","local name: medon silu","local name: Meranti kuning","local name: Mysterious half leave","local name: Narung","local name: Pakisan","local name: Paku gunungan","local name: Paku kamiding","local name: Paku lamiding","local name: Paku Lamiding","local name: Paku sisik naga","local name: Paku tanah","local name: Paku tenah","local name: Palm lomiding","local name: Pasak bumi","local name: Pasak Bumi","local name: Pebangeh","local name: Petai","local name: Pete","local name: Piper betle","local name: Plangas","local name: Pohon gronggang","local name: Pohon kabau","local name: Pohon medong kuning","local name: Pohon Pulai","local name: Pohon rangka","local name: Pohon ribu-ribuhan","local name: Pohon salum","local name: Pohon Sebekal","local name: Pohon Terap","local name: Pulut pulut","local name: Puring","local name: Putat","local name: Rambutan","local name: Rulum","local name: Rumput anting anting","local name: Rumput belanda","local name: Rumput malazim","local name: Rumput oto","local name: Rumput pegago","local name: Saga","local name: Salam","local name: Sampon","local name: Sebekal","local name: Sebetal","local name: Secerek","local name: Sekubung","local name: Semantong","local name: Sembukan","local name: Siancing","local name: Sing koyok macaranga","local name: Sintrong","local name: Sintrongan","local name: Spine tangue","local name: Stunygit","local name: Teh tehan","local name: Tehan","local name: Tehtehan","local name: Tembesu angin","local name: Tepusan","local name: Tepusun","local name: Terpus","local name: Terung manek","local name: Terung Manek","local name: Waru","Lygodium arcinatum","Lygodium circinatum","Lygodium flexuosum","Lygodium microphyllum","Lygodium salicifolium","Lygodium scandens<U+00A0>","Lygodium spec.","Macaranga gigantea","Macaranga javanica","Macaranga tanarius","Macaranga triloba","Maesa ramentacea","Maesopsis eminii","Manihot esculenta","Manihot utilissima","Melastoma affine","Melastoma malabathricum","Memecylon edule","Mikania cordata","Mikania micrantha","Milettia spec.","Millettia spec.","Mimmosa pudica","Mimosa pudica","Moracea spec. 3","Moracea spec. 4","Moracea spec. 5","Moracea spec. 6","Moracea spec. 7","Moracea spec. 8","Moraceae spec.","Moraceae spec. 1","Musa paradisiaca","Mussaenda frondosa","Myristica fragrans","Nephrolepis acutifolia","Nephrolepis exaltata","Nephrolepis spec.","Ophioglossacea spec.","Ophiorrhiza spec.","Oxalis barrelieri","Oxalis spec.","Paederia foetida","Palaquium obovatum","Pancium maximum","Pandanus amaryllifolius","Pandanus spec.","Panicum accrescens","Panicum maximum","Panicum mucrescens","Panicum repens","Panicum spec.","Paraserianthes falcataria","Paspalum conjugatum","Passiflora foetida","Passiflora spec.","Pennisetum polystachion","Peperomia pellucida","Pericampylus glaucus","Phanera kockiana","Phanera outimouta","Phyllanthus niruri","Phyllanthus urinaria","Piper aduncum","Piperacea spec.","Pithecellobium jiringa","Pohon cermia","Polygala paniculata","Polypodium scolopendria","Pouzolzia spec.","Pouzolzia zeylanica","Prockris spec.","Psidium guajava","Psychotria robusta","Psychotria spec.","Psychotria viridiflora","Pteris longifolia","Pteris tripartita","Quisqualis indica","Rinorea lanceolata","Rivina humilis","Rostellularia obtusa","Rourea spec.","Rubiaceae spec.","Salacca edulis","Salacia spec.","Sauropus androginus","Sauropus androgynus","Sauropus spec.","Schizaea spec.","Scleria bancana","Scleria ciliaris","Scleria levis","Scleria spec.","Selaginella spec.","Setaria palmifolia","Setaria spec.","Sida acuta","Sida rhombifolia","Sloetia elongata","Smilax odoratissima","Spatholobus ferrugineus","Spermaococe latifolia","Spondias pinnata","Sporobolus diander","Stachytarpheta indica","Stachytarpheta jamaicensis","Styrax benzoin","Symplocos cochinchinensis","Syndrella nodiflora","Synedrella nodiflora","Syzygium jamboloides","Syzygium jambosoides","Syzygium malaccense","Syzygium spec.","Syzygium zollingeranium","Tabernaemontana sp.1","Taenitis blechnoides","Tectaria spec.","Tectona grandis","Tetracea scandens","Tetracera indica","Tetrastigma lanceolarium","Tetrastigma pedunculare","Theobroma cacao (Cocoa)","Thottea spec.","Trema cannabina","Trema orientalis","Trevesia burckii","Tylophora spec.","Typhonium spec.","Uncaria gambir","Uncaria glabrata","Unident","Unident 1","Unident 10","Unident 11","Unident 13","Unident 14","Unident 15","Unident 16","Unident 17","Unident 18","Unident 19","Unident 2","Unident 20","Unident 21","Unident 22","Unident 23","Unident 24","Unident 25","Unident 26","Unident 27","Unident 28","Unident 29","Unident 3","Unident 30","Unident 31","Unident 32","Unident 33","Unident 34","Unident 35","Unident 36","Unident 37","Unident 38","Unident 4","Unident 5","Unident 6","Unident 7","Unident 8","Unident 9","Urena lobata","Vitex pinnata","Vitex pubescens","Wedelia biflora","Wendlandia glabrata"
"1",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,408,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,17,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
"6",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",22,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,100,0,0,0,0,0,0,0,0,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
