"","shannon","hid"
"1",1.22920687692561,3
"2",1.87137460583772,12
"3",1.22384958322965,13
"4",1.11207226963536,15
"5",1.39298252584684,21
"6",1.40857886022992,22
"7",1.76423162876474,25
"8",2.05354719647305,29
"9",1.70612788329154,34
"10",1.13813302828792,37
"11",1.72404073298446,39
"12",1.22537031761827,40
"13",1.75270502469604,44
"14",1.27266418944294,46
"15",2.45060943312189,47
"16",1.78539626873226,52
"17",1.8188705764051,54
"18",1.63617716446,56
"19",1.2020677963332,60
"20",1.01340399640782,63
"21",1.20473691831538,70
"22",0.918745994166849,71
"23",1.91344231986243,74
"24",1.40101753674554,76
"25",1.99026663345938,80
"26",2.02899519413855,83
"27",2.01872310792728,84
"28",2.01769958632157,89
"29",2.42722114788312,116
"30",1.42612893080256,117
"31",1.99067771322952,118
"32",2.22953201850825,122
"33",1.34770372811663,123
"34",1.54191828437251,126
"35",1.12820624099171,128
"36",1.69350803997548,169
"37",1.78633893253765,170
"38",1.13362127667292,173
"39",1.38906886573868,175
"40",1.44048647503235,181
"41",1.90460506188333,183
"42",1.65116870719135,191
"43",1.73344833549825,196
"44",1.50708301760078,197
"45",1.33183710294078,200
"46",1.51050759253192,201
"47",1.76105556747766,204
"48",0.96835024566814,207
"49",1.57599159150821,209
"50",1.65937098860121,210
"51",1.45537880650942,213
"52",0.663986180280516,215
"53",1.71466228413261,220
"54",1.79284292759781,246
"55",1.26125575015372,247
"56",1.30305146614565,248
"57",1.62896025077907,249
"58",2.16432098324877,251
"59",0.752315752101677,254
"60",1.43197541072542,255
"61",1.03077473753769,258
"62",1.22175540470476,260
"63",1.60828541494366,266
"64",1.52241619445867,269
"65",1.37684332866096,270
"66",1.84608964863538,273
"67",2.12503570575443,277
"68",1.48659215733736,279
"69",1.58225619820308,282
"70",1.30051537576403,325
"71",1.69000741603792,326
"72",1.77013697081947,329
"73",1.60247523960266,333
"74",1.49765001132279,334
"75",2.15473520694009,338
"76",1.4971668401353,342
"77",1.31797634285485,347
"78",1.65613940791635,349
"79",1.78928300687884,351
"80",1.87300363662558,354
"81",1.7684583254952,355
"82",1.81902264357453,358
"83",0.999927003970707,361
"84",2.47945637743086,363
"85",0.428153764092175,367
"86",0.971119039701002,373
"87",0.885426808156608,374
"88",0.94686411331412,376
"89",1.06093649276628,379
"90",1.47984037138356,382
"91",1.29214494028165,385
"92",1.81040339386855,387
"93",1.50975664958521,388
"94",1.03751932907725,395
"95",1.85724698375862,397
"96",1.57763888592018,399
"97",1.06199139357393,403
"98",1.72813787282,405
"99",0.948295519901165,410
"100",1.74548480318504,415
"101",0.819797330296179,416
"102",1.24810303252679,419
"103",0.621316875360648,423
"104",1.61889442272756,424
"105",1.64235463586259,425
"106",1.38579294177073,433
"107",1.3322726447402,435
"108",0.871885304565659,436
"109",1.571661658754,437
"110",0.46028876444901,442
"111",1.39146940514991,443
"112",1.43000188889827,444
"113",1.54941746008828,445
"114",1.12085087223505,449
"115",1.63800881657309,454
"116",1.25630168040164,459
"117",1.0520049004972,460
"118",1.45516336156695,463
"119",0.802256856856471,464
"120",1.26992393972586,467
"121",1.15115918480148,470
"122",0.788646111622692,474
"123",1.36710553299511,475
"124",1.51486768285424,481
"125",1.25223532109077,482
"126",1.52283015614755,483
"127",0.496545291991827,485
"128",1.85714930374186,486
"129",1.49298967345154,488
"130",0.909953776093642,489
"131",1.192361910762,495
"132",1.5108350298487,502
"133",0.55502945428646,503
"134",1.57278825748251,505
"135",1.27080950422233,507
"136",1.69709771437924,508
"137",1.27390396596129,510
"138",1.35447045642103,511
"139",1.20164447393479,515
"140",0.560584365596886,516
"141",0.360103156511364,519
"142",1.314290168272,521
"143",0.881074074324686,522
"144",1.49355546285742,527
"145",1.21391653125481,528
"146",0.92151592683573,529
"147",1.08038258936636,537
"148",0.154816409023185,538
"149",0.833487984898063,540
"150",0.87354719504678,542
"151",0.4675111670922,543
"152",0.287717403775772,544
"153",1.20986844970262,547
"154",1.54780516081331,548
"155",1.46460728774713,550
"156",0.895060790679844,554
"157",1.43854030882467,555
"158",1.1061408912326,559
"159",1.62299610216478,565
"160",1.06668192259469,568
"161",1.06560161867437,569
"162",0.894819627685175,571
"163",0.660279631926568,574
"164",1.28716987428693,575
"165",1.59978452800896,577
"166",1.71649839359083,578
"167",1.19834818947045,579
"168",0.863603785649968,581
"169",1.10485187404888,584
"170",1.45887920824284,588
"171",0.624412794372452,590
"172",0.993505711648202,597
"173",0.521877321198102,599
"174",0.753237773109189,600
"175",1.16818225491846,601
"176",0.770307491338409,609
"177",1.18740648875139,610
"178",1.38927262457497,611
"179",1.91297957807982,615
"180",1.21372714310704,619
"181",1.67106173435558,627
"182",1.51033753955521,629
"183",1.14642809097282,630
"184",1.29033952330713,632
"185",2.13261819489242,633
"186",1.59063918877295,635
"187",1.24257095331073,638
"188",1.88142113477855,639
"189",1.71100168566035,641
"190",0,642
"191",1.61093769524167,649
"192",0.942701242671926,650
"193",1.6974486748639,654
"194",1.22042860646907,656
"195",0.930382301204891,658
"196",1.65187636416812,664
"197",1.32170726341386,667
"198",1.63244094085832,670
"199",1.39663376430016,672
"200",1.38052248568461,675
"201",0.656891991172942,676
"202",1.17433134316201,678
"203",1.47359408434729,681
"204",1.26878788564738,687
"205",0.714848126781238,690
"206",1.0779942885952,695
"207",1.56755689106179,698
"208",1.1486467834012,699
"209",0.859437087671876,709
"210",0.550632627927464,710
"211",1.21405421971373,719
"212",2.68755671836669,0
