"","hhid","species_name","abundance","regency","village","plotID","crop"
"330",170,"cuphea cartagenensis","1","Sarolangun","Pematang Kabau",1,"Rubber"
"331",170,"like lasianthus inaequalis","4","Sarolangun","Pematang Kabau",1,"Rubber"
"332",183,"Clidemia hirta","51","Sarolangun","Pematang Kabau",1,"Rubber"
"333",183,"Dicranopteris linearis","20","Sarolangun","Pematang Kabau",1,"Rubber"
"334",183,"Elaeis guineensis","4","Sarolangun","Pematang Kabau",1,"Rubber"
"335",183,"Hevea brasiliensis","2","Sarolangun","Pematang Kabau",1,"Rubber"
"336",183,"Lindsaea ensifolia","2","Sarolangun","Pematang Kabau",1,"Rubber"
"337",183,"Melastoma malabathricum","10","Sarolangun","Pematang Kabau",1,"Rubber"
"338",183,"Cyrtococcum Patens","347","Sarolangun","Pematang Kabau",1,"Rubber"
"339",191,"Asystasia gangetica","28","Sarolangun","Pematang Kabau",1,"Palm Oil"
"340",191,"Axonopus compressus","81","Sarolangun","Pematang Kabau",1,"Palm Oil"
"341",191,"Clidemia hirta","9","Sarolangun","Pematang Kabau",1,"Palm Oil"
"342",191,"Elaeis guineensis","2","Sarolangun","Pematang Kabau",1,"Palm Oil"
"343",191,"Lindernia diffusa","206","Sarolangun","Pematang Kabau",1,"Palm Oil"
"344",191,"Solanum Melongena","1","Sarolangun","Pematang Kabau",1,"Palm Oil"
"345",191,"Pouzolzia Zeylanica","268","Sarolangun","Pematang Kabau",1,"Palm Oil"
"346",191,"Leptaspis Urceolata","9","Sarolangun","Pematang Kabau",1,"Palm Oil"
"347",191,"Centotheca Lappacea","5","Sarolangun","Pematang Kabau",1,"Palm Oil"
"348",191,"Looks like Centotheca Lappacea","1","Sarolangun","Pematang Kabau",1,"Palm Oil"
"349",246,"Dicranopteris linearis","21","Batanghari","Sri Dadi",1,"Rubber"
"350",246,"Imperata silindrica","9","Batanghari","Sri Dadi",1,"Rubber"
"351",246,"Lindsaea ensifolia","7","Batanghari","Sri Dadi",1,"Rubber"
"352",246,"LN: Pandan","1","Batanghari","Sri Dadi",1,"Rubber"
"353",246,"Melastoma malabathricum","8","Batanghari","Sri Dadi",1,"Rubber"
"354",246,"Sauropus androgynus","2","Batanghari","Sri Dadi",1,"Rubber"
"355",246,"Lasianthus Inaqualis","26","Batanghari","Sri Dadi",1,"Rubber"
"356",246,"Cyrtococcum Patens","17","Batanghari","Sri Dadi",1,"Rubber"
"357",246,"Centotheca Lappacea","12","Batanghari","Sri Dadi",1,"Rubber"
"358",247,"Clidemia hirta","27","Batanghari","Sri Dadi",1,"Rubber"
"359",247,"Melastoma malabathricum","17","Batanghari","Sri Dadi",1,"Rubber"
"360",247,"Mikania micrantha","1","Batanghari","Sri Dadi",1,"Rubber"
"361",247,"Molineria latifolia","1","Batanghari","Sri Dadi",1,"Rubber"
"362",247,"Oxalis barrelieri","3","Batanghari","Sri Dadi",1,"Rubber"
"363",247,"Scleria ciliaris","30","Batanghari","Sri Dadi",1,"Rubber"
"364",247,"Cyrtococcum Patens","356","Batanghari","Sri Dadi",1,"Rubber"
"365",247,"Endospermum Diadenum","11","Batanghari","Sri Dadi",1,"Rubber"
"366",247,"Leptaspis Urceolata","426","Batanghari","Sri Dadi",1,"Rubber"
"367",247,"Rothmania Macrophylla","7","Batanghari","Sri Dadi",1,"Rubber"
"368",247,"Daun Jari","1","Batanghari","Sri Dadi",1,"Rubber"
"369",248,"Clidemia hirta","32","Batanghari","Sri Dadi",2,"Rubber"
"370",248,"Croton hirtus","7","Batanghari","Sri Dadi",2,"Rubber"
"371",248,"Daun Katu","2","Batanghari","Sri Dadi",2,"Rubber"
"372",248,"Melastoma malabathricum","11","Batanghari","Sri Dadi",2,"Rubber"
"373",248,"Molineria latifolia","1","Batanghari","Sri Dadi",2,"Rubber"
"374",248,"Scleria ciliaris","37","Batanghari","Sri Dadi",2,"Rubber"
"375",248,"Cyrtococcum Pattens","1680","Batanghari","Sri Dadi",2,"Rubber"
"376",248,"Vittaria Elongata","32","Batanghari","Sri Dadi",2,"Rubber"
"377",248,"Molineria Latifolia","1","Batanghari","Sri Dadi",2,"Rubber"
"378",248,"Daun Hijau","1","Batanghari","Sri Dadi",2,"Rubber"
"379",249,"Ageratum conyzoides","3","Batanghari","Sri Dadi",1,"Rubber"
"380",249,"Asystasia gangetica","13","Batanghari","Sri Dadi",1,"Rubber"
"381",249,"Clidemia hirta","45","Batanghari","Sri Dadi",1,"Rubber"
"382",249,"Croton hirtus","2","Batanghari","Sri Dadi",1,"Rubber"
"383",249,"Lygodium circinatum","7","Batanghari","Sri Dadi",1,"Rubber"
"384",249,"Melastoma malabathricum","6","Batanghari","Sri Dadi",1,"Rubber"
"385",249,"Mimosa pudica","2","Batanghari","Sri Dadi",1,"Rubber"
"386",249,"Molineria latifolia","3","Batanghari","Sri Dadi",1,"Rubber"
"387",249,"Mussaenda frondosa","1","Batanghari","Sri Dadi",1,"Rubber"
"388",249,"Oxalis barrelieri","2","Batanghari","Sri Dadi",1,"Rubber"
"389",249,"Rolandra fruticosa","18","Batanghari","Sri Dadi",1,"Rubber"
"390",249,"Scleria ciliaris","38","Batanghari","Sri Dadi",1,"Rubber"
"391",249,"Cleome Rutidosperma","21","Batanghari","Sri Dadi",1,"Rubber"
"392",249,"Centotheca Lappacea","32","Batanghari","Sri Dadi",1,"Rubber"
"393",249,"Leptaspis Urceolata","12","Batanghari","Sri Dadi",1,"Rubber"
"394",249,"Passiflora Foetida","2","Batanghari","Sri Dadi",1,"Rubber"
"395",249,"Centrosema Pubescens","2","Batanghari","Sri Dadi",1,"Rubber"
"396",249,"tanaman Boncel","2","Batanghari","Sri Dadi",1,"Rubber"
"397",251,"Asystasia gangetica","12","Batanghari","Sri Dadi",2,"Rubber"
"398",251,"Clidemia hirta","71","Batanghari","Sri Dadi",2,"Rubber"
"399",251,"Lindsaea ensifolia","10","Batanghari","Sri Dadi",2,"Rubber"
"400",251,"Macaranga bancana","2","Batanghari","Sri Dadi",2,"Rubber"
"401",251,"Melastoma malabathricum","34","Batanghari","Sri Dadi",2,"Rubber"
"402",251,"Mimosa pudica","3","Batanghari","Sri Dadi",2,"Rubber"
"403",251,"Molineria latifolia","8","Batanghari","Sri Dadi",2,"Rubber"
"404",251,"Oxalis barrelieri","2","Batanghari","Sri Dadi",2,"Rubber"
"405",251,"Scleria ciliaris","49","Batanghari","Sri Dadi",2,"Rubber"
"406",251,"Spermaococe cristata","3","Batanghari","Sri Dadi",2,"Rubber"
"407",251,"Tetracera indica","2","Batanghari","Sri Dadi",2,"Rubber"
"408",251,"Leptaspis Urceolata","16","Batanghari","Sri Dadi",2,"Rubber"
"409",251,"Endospermum Diadenum","1","Batanghari","Sri Dadi",2,"Rubber"
"410",251,"Cyrtococcum Pattens","35","Batanghari","Sri Dadi",2,"Rubber"
"411",251,"Pucuk Merah","2","Batanghari","Sri Dadi",2,"Rubber"
"412",251,"Batang Merah","6","Batanghari","Sri Dadi",2,"Rubber"
"413",251,"Rothmania Macrophylla","1","Batanghari","Sri Dadi",2,"Rubber"
"414",255,"Clidemia hirta","73","Batanghari","Sri Dadi",1,"Rubber"
"415",255,"Lindsaea diffusa","4","Batanghari","Sri Dadi",1,"Rubber"
"416",255,"Lygodium salicifolium","2","Batanghari","Sri Dadi",1,"Rubber"
"417",255,"Macaranga bancana","3","Batanghari","Sri Dadi",1,"Rubber"
"418",255,"Melastoma malabathricum","3","Batanghari","Sri Dadi",1,"Rubber"
"419",255,"Molineria latifolia","1","Batanghari","Sri Dadi",1,"Rubber"
"420",255,"Oxalis barrelieri","3","Batanghari","Sri Dadi",1,"Rubber"
"421",255,"Scleria ciliaris","28","Batanghari","Sri Dadi",1,"Rubber"
"422",255,"Buah Ungu","18","Batanghari","Sri Dadi",1,"Rubber"
"423",255,"Daun Katuk","10","Batanghari","Sri Dadi",1,"Rubber"
"424",255,"Helminthostachys Zeylanica","5","Batanghari","Sri Dadi",1,"Rubber"
"425",255,"Mallotus Peltatus","33","Batanghari","Sri Dadi",1,"Rubber"
"426",255,"Cyrtococcum Pattens","560","Batanghari","Sri Dadi",1,"Rubber"
"427",255,"Leptaspis Urceolata","75","Batanghari","Sri Dadi",1,"Rubber"
"428",258,"Asystasia gangetica","11","Batanghari","Sri Dadi",1,"Rubber"
"429",258,"Clidemia hirta","42","Batanghari","Sri Dadi",1,"Rubber"
"430",258,"Lindsaea ensifolia","3","Batanghari","Sri Dadi",1,"Rubber"
"431",258,"Melastoma malabathricum","6","Batanghari","Sri Dadi",1,"Rubber"
"432",258,"Vittaria ensiformis","205","Batanghari","Sri Dadi",1,"Rubber"
"433",258,"Lestaspis Urceolata","23","Batanghari","Sri Dadi",1,"Rubber"
"434",258,"Centrosema Pubescens","8","Batanghari","Sri Dadi",1,"Rubber"
"435",258,"Helminthotachys Zeylanica","3","Batanghari","Sri Dadi",1,"Rubber"
"436",258,"Mallotus Pellatus","5","Batanghari","Sri Dadi",1,"Rubber"
"437",258,"Cyrtococcum Pattens","5","Batanghari","Sri Dadi",1,"Rubber"
"438",258,"Daun Salam Hutan","7","Batanghari","Sri Dadi",1,"Rubber"
"439",325,"Ageratum conyzoides","61","Batanghari","Bulian Jaya",1,"Palm Oil"
"440",325,"Asystasia gangetica","22","Batanghari","Bulian Jaya",1,"Palm Oil"
"441",325,"Axonopus compressus","35","Batanghari","Bulian Jaya",1,"Palm Oil"
"442",325,"Blechnum orientale","14","Batanghari","Bulian Jaya",1,"Palm Oil"
"443",325,"Clidemia hirta","331","Batanghari","Bulian Jaya",1,"Palm Oil"
"444",325,"Croton hirtus","33","Batanghari","Bulian Jaya",1,"Palm Oil"
"445",325,"Lindsaea ensifolia","63","Batanghari","Bulian Jaya",1,"Palm Oil"
"446",325,"Melastoma malabathricum","30","Batanghari","Bulian Jaya",1,"Palm Oil"
"447",325,"Molineria latifolia","53","Batanghari","Bulian Jaya",1,"Palm Oil"
"448",325,"Scleria ciliaris","71","Batanghari","Bulian Jaya",1,"Palm Oil"
"449",325,"Leptaspis Urceolata","110","Batanghari","Bulian Jaya",1,"Palm Oil"
"450",325,"Centotheca Lappacea","172","Batanghari","Bulian Jaya",1,"Palm Oil"
"451",325,"Lashanthus Inequalis","3","Batanghari","Bulian Jaya",1,"Palm Oil"
"452",325,"Helminthostachys Zeylanica","9","Batanghari","Bulian Jaya",1,"Palm Oil"
"453",325,"Acmella Paniculata","15","Batanghari","Bulian Jaya",1,"Palm Oil"
"454",334,"Adiantum latifolium","15","Batanghari","Bulian Jaya",1,"Palm Oil"
"455",334,"Axonopus compressus","73","Batanghari","Bulian Jaya",1,"Palm Oil"
"456",334,"Clidemia hirta","35","Batanghari","Bulian Jaya",1,"Palm Oil"
"457",334,"Davallia denticulata","164","Batanghari","Bulian Jaya",1,"Palm Oil"
"458",334,"Goniophlebium verrucosum","339","Batanghari","Bulian Jaya",1,"Palm Oil"
"459",334,"Lindsaea ensifolia","83","Batanghari","Bulian Jaya",1,"Palm Oil"
"460",334,"Molineria latifolia","12","Batanghari","Bulian Jaya",1,"Palm Oil"
"461",334,"Nephrolepis biserrata","72","Batanghari","Bulian Jaya",1,"Palm Oil"
"462",334,"Taenitis blechnoides","43","Batanghari","Bulian Jaya",1,"Palm Oil"
"463",334,"Vittaria Elongata","95","Batanghari","Bulian Jaya",1,"Palm Oil"
"464",334,"Drynaria Quercifolia","39","Batanghari","Bulian Jaya",1,"Palm Oil"
"465",334,"Leptaspis Urceolata","45","Batanghari","Bulian Jaya",1,"Palm Oil"
"466",342,"Asystasia gangetica","44","Batanghari","Bulian Jaya",1,"Palm Oil"
"467",342,"Clidemia hirta","150","Batanghari","Bulian Jaya",1,"Palm Oil"
"468",342,"Davallia denticulata","3","Batanghari","Bulian Jaya",1,"Palm Oil"
"469",342,"Goniophlebium verrucosum","20","Batanghari","Bulian Jaya",1,"Palm Oil"
"470",342,"Lindsaea ensifolia","80","Batanghari","Bulian Jaya",1,"Palm Oil"
"471",342,"Melastoma malabathricum","8","Batanghari","Bulian Jaya",1,"Palm Oil"
"472",342,"Oxalis barrelieri","36","Batanghari","Bulian Jaya",1,"Palm Oil"
"473",342,"Scleria ciliaris","94","Batanghari","Bulian Jaya",1,"Palm Oil"
"474",342,"Selaginella plana","128","Batanghari","Bulian Jaya",1,"Palm Oil"
"475",342,"Taenitis blechnoides","14","Batanghari","Bulian Jaya",1,"Palm Oil"
"476",342,"Cleome Rutidosperma","142","Batanghari","Bulian Jaya",1,"Palm Oil"
"477",342,"Leptaspis Urceolata","64","Batanghari","Bulian Jaya",1,"Palm Oil"
"478",342,"Cyrtococcum Pattens","72","Batanghari","Bulian Jaya",1,"Palm Oil"
"479",342,"Cheilocostus Speciosus","3","Batanghari","Bulian Jaya",1,"Palm Oil"
"480",346,"Asystasia gangetica","1560","Batanghari","Bulian Jaya",1,"Palm Oil"
"481",346,"Clidemia hirta","80","Batanghari","Bulian Jaya",1,"Palm Oil"
"482",346,"Lindsaea ensifolia","17","Batanghari","Bulian Jaya",1,"Palm Oil"
"483",346,"Ludwigia octovalvis","170","Batanghari","Bulian Jaya",1,"Palm Oil"
"484",346,"Lycopodiella cernua","5","Batanghari","Bulian Jaya",1,"Palm Oil"
"485",346,"Lygodium salicifolium","5","Batanghari","Bulian Jaya",1,"Palm Oil"
"486",346,"Phylanthus urinaria","21","Batanghari","Bulian Jaya",1,"Palm Oil"
"487",346,"Rolandra fruticosa","81","Batanghari","Bulian Jaya",1,"Palm Oil"
"488",346,"Stachytarpheta indica","52","Batanghari","Bulian Jaya",1,"Palm Oil"
"489",346,"Leptaspis Urceolata","1120","Batanghari","Bulian Jaya",1,"Palm Oil"
"490",346,"cyrtococcum Patens","560","Batanghari","Bulian Jaya",1,"Palm Oil"
"491",346,"Lindernia Diffusa","76","Batanghari","Bulian Jaya",1,"Palm Oil"
"492",346,"No Name 1","1","Batanghari","Bulian Jaya",1,"Palm Oil"
"493",349,"Adiantum latifolium","11","Batanghari","Bukit Sari",1,"Palm Oil"
"494",349,"Asystasia gangetica","50","Batanghari","Bukit Sari",1,"Palm Oil"
"495",349,"Clidemia hirta","49","Batanghari","Bukit Sari",1,"Palm Oil"
"496",349,"Davallia denticulata","22","Batanghari","Bukit Sari",1,"Palm Oil"
"497",349,"Ludwigia octovalvis","5","Batanghari","Bukit Sari",1,"Palm Oil"
"498",349,"Rolandra fruticosa","6","Batanghari","Bukit Sari",1,"Palm Oil"
"499",349,"Centrosema Pubescens","2","Batanghari","Bukit Sari",1,"Palm Oil"
"500",349,"Cuphea Carthagenesis","5","Batanghari","Bukit Sari",1,"Palm Oil"
"501",349,"Cyrtococcum Pattens","55","Batanghari","Bukit Sari",1,"Palm Oil"
"502",349,"Leptaspis Urceolata","4","Batanghari","Bukit Sari",1,"Palm Oil"
"503",349,"Ophiglossum Pendulum","3","Batanghari","Bukit Sari",1,"Palm Oil"
"504",351,"Asystasia gangetica","32","Batanghari","Bukit Sari",1,"Palm Oil"
"505",351,"Davallia denticulata","43","Batanghari","Bukit Sari",1,"Palm Oil"
"506",351,"Dicranopteris linearis","89","Batanghari","Bukit Sari",1,"Palm Oil"
"507",351,"Imperata cylindrica","24","Batanghari","Bukit Sari",1,"Palm Oil"
"508",351,"Lindsaea diffusa","5","Batanghari","Bukit Sari",1,"Palm Oil"
"509",351,"Melastoma malabathricum","17","Batanghari","Bukit Sari",1,"Palm Oil"
"510",351,"Pityrogramma Calomelanos","21","Batanghari","Bukit Sari",1,"Palm Oil"
"511",351,"Endospermum Diadenum","1","Batanghari","Bukit Sari",1,"Palm Oil"
"512",351,"Lasianthus Inaequalis","4","Batanghari","Bukit Sari",1,"Palm Oil"
"513",351,"Leptaspis Urceolata","73","Batanghari","Bukit Sari",1,"Palm Oil"
"514",351,"Pennisetum Polystachion","19","Batanghari","Bukit Sari",1,"Palm Oil"
"515",354,"Asystasia gangetica","126","Batanghari","Bukit Sari",1,"Palm Oil"
"516",354,"Chromolaena odorata","6","Batanghari","Bukit Sari",1,"Palm Oil"
"517",354,"Clidemia hirta","27","Batanghari","Bukit Sari",1,"Palm Oil"
"518",354,"Dicranopteris linearis","13","Batanghari","Bukit Sari",1,"Palm Oil"
"519",354,"Imperata cylindrica","20","Batanghari","Bukit Sari",1,"Palm Oil"
"520",354,"Lygodium salicifolium","90","Batanghari","Bukit Sari",1,"Palm Oil"
"521",354,"Selaginella intermedia","720","Batanghari","Bukit Sari",1,"Palm Oil"
"522",354,"Spermaococe cristata","5","Batanghari","Bukit Sari",1,"Palm Oil"
"523",354,"Stachytarpheta indica","105","Batanghari","Bukit Sari",1,"Palm Oil"
"524",354,"Taenitis blechnoides","3","Batanghari","Bukit Sari",1,"Palm Oil"
"525",354,"Leptaspis Urceolata","127","Batanghari","Bukit Sari",1,"Palm Oil"
"526",354,"Centotheca Lappacea","12","Batanghari","Bukit Sari",1,"Palm Oil"
"527",354,"Selaginella Plana","720","Batanghari","Bukit Sari",1,"Palm Oil"
"528",354,"Daun Kayu Putih","3","Batanghari","Bukit Sari",1,"Palm Oil"
"529",358,"Ageratum conyzoides","56","Batanghari","Bukit Sari",1,"Palm Oil"
"530",358,"Asplenium nidus","17","Batanghari","Bukit Sari",1,"Palm Oil"
"531",358,"Asystasia gangetica","30","Batanghari","Bukit Sari",1,"Palm Oil"
"532",358,"Blechnum orientale","11","Batanghari","Bukit Sari",1,"Palm Oil"
"533",358,"Clidemia hirta","7","Batanghari","Bukit Sari",1,"Palm Oil"
"534",358,"Molineria latifolia","6","Batanghari","Bukit Sari",1,"Palm Oil"
"535",358,"Selaginella plana","180","Batanghari","Bukit Sari",1,"Palm Oil"
"536",358,"Vittaria Elongata","326","Batanghari","Bukit Sari",1,"Palm Oil"
"537",358,"Pouzolzia Zeylanica","26","Batanghari","Bukit Sari",1,"Palm Oil"
"538",358,"Leptaspis Urceolata","153","Batanghari","Bukit Sari",1,"Palm Oil"
"539",361,"Ageratum conyzoides","3","Batanghari","Senaning",1,"Rubber"
"540",361,"Asystasia gangetica","93","Batanghari","Senaning",1,"Rubber"
"541",361,"Clidemia hirta","14","Batanghari","Senaning",1,"Rubber"
"542",361,"Lygodium circinatum","7","Batanghari","Senaning",1,"Rubber"
"543",361,"Lygodium salicifolium","3","Batanghari","Senaning",1,"Rubber"
"544",361,"Melastoma malabathricum","6","Batanghari","Senaning",1,"Rubber"
"545",361,"Mimosa pudica","15","Batanghari","Senaning",1,"Rubber"
"546",361,"Mussaenda frondosa","3","Batanghari","Senaning",1,"Rubber"
"547",361,"Oxalis barrelieri","2","Batanghari","Senaning",1,"Rubber"
"548",361,"Paspalum dilatatum","79","Batanghari","Senaning",1,"Rubber"
"549",361,"Stachytarpheta indica","4","Batanghari","Senaning",1,"Rubber"
"550",361,"Vittaria elongata","212","Batanghari","Senaning",1,"Rubber"
"551",361,"Cleome Rutidosperma","74","Batanghari","Senaning",1,"Rubber"
"552",361,"Cyrtococcum Pattens","97","Batanghari","Senaning",1,"Rubber"
"553",361,"Centotheca Lappacea","156","Batanghari","Senaning",1,"Rubber"
"554",361,"Pouzolzia Zeylanica","12","Batanghari","Senaning",1,"Rubber"
"555",361,"Leptaspis Urceolata","53","Batanghari","Senaning",1,"Rubber"
"556",361,"Malotus Peltatus","9","Batanghari","Senaning",1,"Rubber"
"557",361,"Rhynchospora Colorata","49","Batanghari","Senaning",1,"Rubber"
"558",361,"Mirip Endospermum Diadenum","2","Batanghari","Senaning",1,"Rubber"
"559",362,"Asystasia gangetica","48","Batanghari","Senaning",1,"Rubber"
"560",362,"Bauhinia semibifida","17","Batanghari","Senaning",1,"Rubber"
"561",362,"Blechnum orientale","13","Batanghari","Senaning",1,"Rubber"
"562",362,"Clidemia hirta","17","Batanghari","Senaning",1,"Rubber"
"563",362,"Lindsaea ensifolia","12","Batanghari","Senaning",1,"Rubber"
"564",362,"Lygodium circinatum","8","Batanghari","Senaning",1,"Rubber"
"565",362,"Scleria ciliaris","40","Batanghari","Senaning",1,"Rubber"
"566",362,"Daun Double","16","Batanghari","Senaning",1,"Rubber"
"567",362,"Cyrtococcum Pattens","53","Batanghari","Senaning",1,"Rubber"
"568",362,"Pucuk Merah","12","Batanghari","Senaning",1,"Rubber"
"569",362,"Cheilocostus Soeciosus","3","Batanghari","Senaning",1,"Rubber"
"570",363,"Clidemia hirta","96","Batanghari","Senaning",1,"Rubber"
"571",363,"Ixora grandifolia","4","Batanghari","Senaning",1,"Rubber"
"572",363,"Lindsaea ensifolia","23","Batanghari","Senaning",1,"Rubber"
"573",363,"Lygodium circinatum","12","Batanghari","Senaning",1,"Rubber"
"574",363,"Macaranga bancana","12","Batanghari","Senaning",1,"Rubber"
"575",363,"Molineria latifolia","21","Batanghari","Senaning",1,"Rubber"
"576",363,"Phylanthus urinaria","8","Batanghari","Senaning",1,"Rubber"
"577",363,"Scleria ciliaris","78","Batanghari","Senaning",1,"Rubber"
"578",363,"Taenitis blechnoides","5","Batanghari","Senaning",1,"Rubber"
"579",363,"Lasianthus Inaequalis","23","Batanghari","Senaning",1,"Rubber"
"580",363,"Cyrtococcum Pattens","242","Batanghari","Senaning",1,"Rubber"
"581",363,"Mampat","12","Batanghari","Senaning",1,"Rubber"
"582",363,"Rambat 1","15","Batanghari","Senaning",1,"Rubber"
"583",363,"Asam Kandis","2","Batanghari","Senaning",1,"Rubber"
"584",373,"Clidemia hirta","73","Batanghari","Pulau Raman",1,"Rubber"
"585",373,"LN: Lengkuas","12","Batanghari","Pulau Raman",1,"Rubber"
"586",373,"Scleria ciliaris","7","Batanghari","Pulau Raman",1,"Rubber"
"587",373,"Oxalis barrelieri","10","Batanghari","Pulau Raman",1,"Rubber"
"588",373,"Melastoma malabathricum","25","Batanghari","Pulau Raman",1,"Rubber"
"589",373,"Lygodium salicifolium","3","Batanghari","Pulau Raman",1,"Rubber"
"590",373,"Tetracera indica","30","Batanghari","Pulau Raman",1,"Rubber"
"591",373,"Mallotus Peltatus","36","Batanghari","Pulau Raman",1,"Rubber"
"592",373,"Cyrtococcum Patens","181","Batanghari","Pulau Raman",1,"Rubber"
"593",373,"Pouzolzia Zeylanica","16","Batanghari","Pulau Raman",1,"Rubber"
"594",373,"Helminthostachys Zeylanica","2","Batanghari","Pulau Raman",1,"Rubber"
"595",395,"Asystasia gangetica","1","Muaro Jambi","Sumber Jaya",1,"Palm Oil"
"596",395,"Clidemia hirta","24","Muaro Jambi","Sumber Jaya",1,"Palm Oil"
"597",395,"Elaeis guineensis","6","Muaro Jambi","Sumber Jaya",1,"Palm Oil"
"598",395,"Goniophlebium verrucosum","10","Muaro Jambi","Sumber Jaya",1,"Palm Oil"
"599",395,"Lindsaea ensifolia","44","Muaro Jambi","Sumber Jaya",1,"Palm Oil"
"600",395,"Lygodium circinatum","5","Muaro Jambi","Sumber Jaya",1,"Palm Oil"
"601",410,"Ageratum conyzoides","23","Muaro Jambi","Tarikan",1,"Rubber"
"602",410,"Axonopus compressus","72","Muaro Jambi","Tarikan",1,"Rubber"
"603",410,"Croton hirtus","8","Muaro Jambi","Tarikan",1,"Rubber"
"604",410,"Lygodium circinatum","17","Muaro Jambi","Tarikan",1,"Rubber"
"605",410,"Panicum repens","25","Muaro Jambi","Tarikan",1,"Rubber"
"606",410,"Rolandra fruticosa","21","Muaro Jambi","Tarikan",1,"Rubber"
"607",410,"centhoceca lappacea","62","Muaro Jambi","Tarikan",1,"Rubber"
"608",410,"centrosema pubescens","15","Muaro Jambi","Tarikan",1,"Rubber"
"609",410,"paspalum dilatatum","116","Muaro Jambi","Tarikan",1,"Rubber"
"610",410,"asytasia gangetica","52","Muaro Jambi","Tarikan",1,"Rubber"
"611",410,"Like red melasthoma ","5","Muaro Jambi","Tarikan",1,"Rubber"
"612",410,"acmela paniculata","42","Muaro Jambi","Tarikan",1,"Rubber"
"613",410,"salomonia cantoniensis","3","Muaro Jambi","Tarikan",1,"Rubber"
"614",416,"Adiantum latifolium","39","Muaro Jambi","Tarikan",1,"Palm Oil"
"615",416,"Asystasia gangetica","314","Muaro Jambi","Tarikan",1,"Palm Oil"
"616",416,"Davallia denticulata","15","Muaro Jambi","Tarikan",1,"Palm Oil"
"617",416,"Lantana camara","4","Muaro Jambi","Tarikan",1,"Palm Oil"
"618",416,"MS: daun Gerigi","5","Muaro Jambi","Tarikan",1,"Palm Oil"
"619",416,"Ottochlosa nodosa","42","Muaro Jambi","Tarikan",1,"Palm Oil"
"620",416,"Phyllanthus urinaria","3","Muaro Jambi","Tarikan",1,"Palm Oil"
"621",416,"Rolandra fruticosa","8","Muaro Jambi","Tarikan",1,"Palm Oil"
"622",416,"Scleria ciliaris","20","Muaro Jambi","Tarikan",1,"Palm Oil"
"623",416,"Daun berpori","4","Muaro Jambi","Tarikan",1,"Palm Oil"
"624",416,"Centotheca Lappacea","15","Muaro Jambi","Tarikan",1,"Palm Oil"
"625",416,"Leptaspis Urceolata","21","Muaro Jambi","Tarikan",1,"Palm Oil"
"626",416,"Acmella Paniculata","15","Muaro Jambi","Tarikan",1,"Palm Oil"
"627",419,"Asystasia gangetica","43","Muaro Jambi","Tarikan",1,"Palm Oil"
"628",419,"Adiantum latifolium","64","Muaro Jambi","Tarikan",1,"Palm Oil"
"629",419,"Oxalis barrelieri","17","Muaro Jambi","Tarikan",1,"Palm Oil"
"630",419,"Melastoma malabathricum","11","Muaro Jambi","Tarikan",1,"Palm Oil"
"631",419,"Lygodium salicifolium","4","Muaro Jambi","Tarikan",1,"Palm Oil"
"632",419,"Hyptis capitata","27","Muaro Jambi","Tarikan",1,"Palm Oil"
"633",419,"Cleome Rutidosperma","867","Muaro Jambi","Tarikan",1,"Palm Oil"
"634",419,"Acmela Paniculata","83","Muaro Jambi","Tarikan",1,"Palm Oil"
"635",419,"Peperomia Pelucida","4","Muaro Jambi","Tarikan",1,"Palm Oil"
"636",419,"Pityrogramma calomelanos","1","Muaro Jambi","Tarikan",1,"Palm Oil"
"637",419,"paku flower","70","Muaro Jambi","Tarikan",1,"Palm Oil"
"638",437,"Clidemia hirta","37","Muaro Jambi","Ladang Panjang",1,"Rubber"
"639",437,"Scleria ciliaris","11","Muaro Jambi","Ladang Panjang",1,"Rubber"
"640",437,"Stenochlaena palustris","83","Muaro Jambi","Ladang Panjang",1,"Rubber"
"641",437,"Taenitis blechnoides","12","Muaro Jambi","Ladang Panjang",1,"Rubber"
"642",437,"daun Sirih","3","Muaro Jambi","Ladang Panjang",1,"Rubber"
"643",437,"Mirip Jati","5","Muaro Jambi","Ladang Panjang",1,"Rubber"
"644",437,"Rambutan Hutan","1","Muaro Jambi","Ladang Panjang",1,"Rubber"
"645",437,"Macaranga Bancana","1","Muaro Jambi","Ladang Panjang",1,"Rubber"
"646",437,"Bunga Putih","5","Muaro Jambi","Ladang Panjang",1,"Rubber"
"647",437,"cyrtococcum patens","80","Muaro Jambi","Ladang Panjang",1,"Rubber"
"648",449,"Axonopus compressus","88","Muaro Jambi","Parit",1,"Palm Oil"
"649",449,"Asystasia gangetica","36","Muaro Jambi","Parit",1,"Palm Oil"
"650",449,"Clidemia hirta","355","Muaro Jambi","Parit",1,"Palm Oil"
"651",449,"Lindernia diffusa","2","Muaro Jambi","Parit",1,"Palm Oil"
"652",449,"Adiantum latifolium","42","Muaro Jambi","Parit",1,"Palm Oil"
"653",449,"Melastoma malabathricum","17","Muaro Jambi","Parit",1,"Palm Oil"
"654",449,"Lindsaea ensifolia","54","Muaro Jambi","Parit",1,"Palm Oil"
"655",449,"Lygodium salicifolium","2","Muaro Jambi","Parit",1,"Palm Oil"
"656",449,"Tetracera indica","4","Muaro Jambi","Parit",1,"Palm Oil"
"657",449,"Cuphea Carthagenesis","1","Muaro Jambi","Parit",1,"Palm Oil"
