"","hid","SpeciesName","Abundance","wave","additional"
"581",247,"Melastoma malabathricum","17",2018,0
"582",247,"Cyrtococcum patens","356",2018,0
"583",247,"Clidemia hirta","27",2018,0
"584",247,"Scleria ciliaris","30",2018,0
"585",247,"Daun Jari","1",2018,0
"586",247,"Oxalis barrelieri","3",2018,0
"587",247,"Rothmannia macrophylla","7",2018,0
"588",247,"Molinera latifolia","1",2018,0
"589",247,"Leptaspis urceolata","426",2018,0
"590",247,"Endospermum diadenum","11",2018,0
"591",248,"Daun Katu","2",2018,0
"592",248,"Croton hirtus","7",2018,0
"593",248,"Molinera latifolia","1",2018,0
"594",248,"Melastoma malabathricum","11",2018,0
"595",248,"Clidemia hirta","32",2018,0
"596",248,"Scleria ciliaris","37",2018,0
"597",248,"Cyrtococcum patens","1680",2018,0
"598",248,"Daun Hijau","1",2018,0
"599",248,"Molinera latifolia","1",2018,0
"600",248,"Vittaria elongata","32",2018,0
"601",249,"Mimosa pudica","2",2018,0
"602",249,"Molinera latifolia","3",2018,0
"603",249,"Lygodium circinatum","7",2018,0
"604",249,"Asystasia gangetica","13",2018,0
"605",249,"Clidemia hirta","45",2018,0
"606",249,"Croton hirtus","2",2018,0
"607",249,"Ageratum conyzoides","3",2018,0
"608",249,"Melastoma malabathricum","6",2018,0
"609",249,"tanaman Boncel","2",2018,0
"610",249,"Rolandra fruticosa","18",2018,0
"611",249,"Leptaspis urceolata","12",2018,0
"612",249,"Mussaenda frondosa","1",2018,0
"613",249,"Oxalis barrelieri","2",2018,0
"614",249,"Scleria ciliaris","38",2018,0
"615",249,"Cleome Rutidosperma","21",2018,0
"616",249,"Centotheca lappacea","32",2018,0
"617",249,"Passiflora Foetida","2",2018,0
"618",249,"Centrosema Pubescens","2",2018,0
"619",251,"Macaranga bancana","2",2018,0
"620",251,"Scleria ciliaris","49",2018,0
"621",251,"Spermaococe cristata","3",2018,0
"622",251,"Lindsaea ensifolia","10",2018,0
"623",251,"Clidemia hirta","71",2018,0
"624",251,"Asystasia gangetica","12",2018,0
"625",251,"Melastoma malabathricum","34",2018,0
"626",251,"Mimosa pudica","3",2018,0
"627",251,"Molinera latifolia","8",2018,0
"628",251,"Oxalis barrelieri","2",2018,0
"629",251,"Endospermum diadenum","1",2018,0
"630",251,"Rothmannia macrophylla","1",2018,0
"631",251,"Tetracera indica","2",2018,0
"632",251,"Leptaspis urceolata","16",2018,0
"633",251,"Batang Merah","6",2018,0
"634",251,"Cyrtococcum patens","35",2018,0
"635",251,"Pucuk Merah","2",2018,0
"636",254,"Centotheca lappacea","61.0",2018,0
"637",254,"cleome ritidosperma","14.0",2018,0
"638",254,"cleome rutidosperma","138.0",2018,0
"639",254,"Imperata cylindrica","33.0",2018,0
"640",254,"Cyrtococcum patens","26.0",2018,0
"641",255,"Clidemia hirta","73",2018,0
"642",255,"Melastoma malabathricum","3",2018,0
"643",255,"Mallotus peltatus","33",2018,0
"644",255,"Lindsaea diffusa","4",2018,0
"645",255,"Lygodium salicifolium","2",2018,0
"646",255,"Macaranga bancana","3",2018,0
"647",255,"Helminthostachys Zeylanica","5",2018,0
"648",255,"Molinera latifolia","1",2018,0
"649",255,"Oxalis barrelieri","3",2018,0
"650",255,"Scleria ciliaris","28",2018,0
"651",255,"Leptaspis urceolata","75",2018,0
"652",255,"Buah Ungu","18",2018,0
"653",255,"Daun Katuk","10",2018,0
"654",255,"Cyrtococcum patens","560",2018,0
"655",258,"Mallotus peltatus","5",2018,0
"656",258,"Lindsaea ensifolia","3",2018,0
"657",258,"Asystasia gangetica","11",2018,0
"658",258,"Melastoma malabathricum","6",2018,0
"659",258,"Helminthotachys Zeylanica","3",2018,0
"660",258,"Centrosema Pubescens","8",2018,0
"661",258,"Vittaria ensiformis","205",2018,0
"662",258,"Leptaspis urceolata","23",2018,0
"663",258,"Cyrtococcum patens","5",2018,0
"664",258,"Daun Salam Hutan","7",2018,0
"665",258,"Clidemia hirta","42",2018,0
"666",260,"Cyrtococum Pattern","863.0",2018,0
"667",260,"Scleria ciliaris","16.0",2018,0
"668",260,"Cleome rutidosperma","36.0",2018,0
"669",260,"Clidemia hirta","42.0",2018,0
"670",260,"Endospermum diadenum","5.0",2018,0
"671",260,"Leptaspis urceolata","22.0",2018,0
"672",266,"Melastoma malabathricum","5.0",2018,0
"673",266,"Centotheca lappacea","6.0",2018,0
"674",266,"Like pakis ","77.0",2018,0
"675",266,"Clidemia hirta","47.0",2018,0
"676",266,"Scleria ciliaris","68.0",2018,0
"677",266,"Dicranopteris linearis","28.0",2018,0
"678",266,"Endospermum diadenum","3.0",2018,0
"679",266,"Mikania micrantha","9.0",2018,0
"680",266,"Molinera latifolia","13.0",2018,0
"681",266,"Cyrtococcum patens","17.0",2018,0
"682",269,"Macaranga bancana","2.0",2018,0
"683",269,"Melastoma malabathricum","7.0",2018,0
"684",269,"Axonopus compressus","13.0",2018,0
"685",269,"Clidemia hirta","84.0",2018,0
"686",269,"Scleria ciliaris","73.0",2018,0
"687",269,"Clibadium surinamence","1.0",2018,0
"688",269,"Lindsaea ensifolia","9.0",2018,0
"689",269,"Lygodium circinatum","1.0",2018,0
"690",269,"Molinera latifolia","1.0",2018,0
"691",269,"Leptaspis urceolata","21.0",2018,0
"692",269,"Cyrtococcum patens","23.0",2018,0
"693",270,"Clidemia hirta","112.0",2018,0
"694",270,"Lindsaea ensifolia","3.0",2018,0
"695",270,"Melastoma malabathricum","7.0",2018,0
"696",270,"Endospermum diadenum","2.0",2018,0
"697",270,"Scleria ciliaris","47.0",2018,0
"698",270,"Pulai","6.0",2018,0
"699",270,"Pandan","1.0",2018,0
"700",270,"Cyrtococcum patens","15.0",2018,0
"701",273,"Clidemia hirta","98.0",2018,0
"702",273,"sceleria ciliaris","160.0",2018,0
"703",273,"Endospermum diadenum","8.0",2018,0
"704",273,"Asystasia gangetica","25.0",2018,0
"705",273,"Axonopus compressus","57.0",2018,0
"706",273,"like rothmannia macrophylla","1.0",2018,0
"707",273,"Melastoma malabathricum","23.0",2018,0
"708",273,"Tetracera indica","2.0",2018,0
"709",273,"Dicranopteris linearis","5.0",2018,0
"710",273,"Leptaspis urceolata","33.0",2018,0
"711",273,"cyrtoccocum patens","117.0",2018,0
"712",277,"Clidemia hirta","38.0",2018,0
"713",277,"Endospermum diadenum","1.0",2018,0
"714",277,"Sauropus androgynus","2.0",2018,0
"715",277,"Scleria ciliaris","43.0",2018,0
"716",277,"Lindsaea ensifolia","3.0",2018,0
"717",277,"Axonopus compressus","2.0",2018,0
"718",277,"Cyrtococcum patens","23.0",2018,0
"719",277,"Leptaspis urceolata","5.0",2018,0
"720",277,"Pandan","4.0",2018,0
"721",277,"Macaranga bancana","1.0",2018,0
"722",277,"Lygodium cf circinatum","2.0",2018,0
"723",279,"Lasianthus inaequalis","13.0",2018,0
"724",279,"Molinera latifolia","23.0",2018,0
"725",279,"Mussaenda frondosa","8.0",2018,0
"726",279,"Spermaococe cristata","27.0",2018,0
"727",279,"Taenitis blechnoides","10.0",2018,0
"728",279,"Kayu terap","1.0",2018,0
"729",279,"Clidemia hirta","30.0",2018,0
"730",279,"Macaranga Bancana","9.0",2018,0
"731",279,"Poikilospermum suaveolens","7.0",2018,0
"732",279,"Lygodium cs.circinatum","3.0",2018,0
"733",279,"Like pakis","2.0",2018,0
"734",279,"Rothmannia macrophylla","31.0",2018,0
"735",279,"Ixoria grandifolia","2.0",2018,0
"736",279,"Cyrtococcum patens","2.0",2018,0
"737",279,"Cuphea carthagenesis","10.0",2018,0
"738",279,"Three corner leaf","13.0",2018,0
"739",279,"ardocarpus elasdicus","5.0",2018,0
"740",282,"Rothmannia macrophylla","2.0",2018,0
"741",282,"Endospermum diadenum","22.0",2018,0
"742",282,"Rothmannia macrophylla","7.0",2018,0
"743",282,"Lindsaea diffusa","2.0",2018,0
"744",282,"Clidemia hirta","83.0",2018,0
"745",282,"Scleria ciliaris","47.0",2018,0
"746",282,"Lygodium salisipolium","3.0",2018,0
"747",282,"Mallotus peltatus","6.0",2018,0
"748",282,"Centotheca lappacea","60.0",2018,0
"749",282,"Leptaspis urceolata","57.0",2018,0
"750",282,"melastoma candidum ","3.0",2018,0
"751",282,"asytasia berbulu","7.0",2018,0
"752",325,"Asystasia gangetica","22",2018,0
"753",325,"Leptaspis urceolata","110",2018,0
"754",325,"Ageratum conyzoides","61",2018,0
"755",325,"Acmella Paniculata","15",2018,0
"756",325,"Croton hirtus","33",2018,0
"757",325,"Axonopus compressus","35",2018,0
"758",325,"Blechnum orientale","14",2018,0
"759",325,"Clidemia hirta","331",2018,0
"760",325,"Scleria ciliaris","71",2018,0
"761",325,"Lindsaea ensifolia","63",2018,0
"762",325,"Melastoma malabathricum","30",2018,0
"763",325,"Molinera latifolia","53",2018,0
"764",325,"Centotheca lappacea","172",2018,0
"765",325,"Lasianthus inaequalis","3",2018,0
"766",325,"Helminthostachys Zeylanica","9",2018,0
"767",326,"Ageratum conyzoides","12",2018,0
"768",326,"Selaginella Plana","182",2018,0
"769",326,"Cleome Rutidosperma","64",2018,0
"770",326,"Asplenium Glaucophyllum","3",2018,0
"771",326,"Asystasia gangetica","195",2018,0
"772",326,"Calopogonium Glaucophyllum","2",2018,0
"773",326,"Leptaspis urceolata","48",2018,0
"774",326,"Macaranga bancana","8",2018,0
"775",326,"Blechnum orientale","6",2018,0
"776",326,"Davallia denticulata","48",2018,0
"777",326,"Legazpia polygonoides","12",2018,0
"778",326,"Lindernia diffusa","8",2018,0
"779",326,"Lindsaea ensifolia","4",2018,0
"780",326,"Lygodium circinatum","5",2018,0
"781",326,"Cyrtococcum patens","187",2018,0
"782",326,"Centotheca lappacea","210",2018,0
"783",326,"Acmella Paniculata","6",2018,0
"784",326,"Mimosa pudica","9",2018,0
"785",329,"Ageratum conyzoides","67.0",2018,0
"786",329,"Legazpia polygonoides","92.0",2018,0
"787",329,"No name 1","3.0",2018,0
"788",329,"Polygala paniculata","32.0",2018,0
"789",329,"Davallia denticulata","23.0",2018,0
"790",329,"Imperata cylindrica","120.0",2018,0
"791",329,"Cyrtococum pattern","36.0",2018,0
"792",329,"Chromolaena odorata","42.0",2018,0
"793",329,"Scleria ciliaris","36.0",2018,0
"794",329,"Selaginella intermedia","845.0",2018,0
"795",329,"Phylanthus urinaria","20.0",2018,0
"796",329,"Leptapis","102.0",2018,0
"797",329,"Talas","57.0",2018,0
"798",334,"Goniophlebium verrucosum","339",2018,0
"799",334,"Clidemia hirta","35",2018,0
"800",334,"Davallia denticulata","164",2018,0
"801",334,"Adiantum latifolium","15",2018,0
"802",334,"Axonopus compressus","73",2018,0
"803",334,"Nephrolepis biserrata","72",2018,0
"804",334,"Taenitis blechnoides","43",2018,0
"805",334,"Lindsaea ensifolia","83",2018,0
"806",334,"Molinera latifolia","12",2018,0
"807",334,"Leptaspis urceolata","45",2018,0
"808",334,"Vittaria elongata","95",2018,0
"809",334,"Drynaria Quercifolia","39",2018,0
"810",338,"Asystasia gangetica","78.0",2018,0
"811",338,"Asplenium nidus","27.0",2018,0
"812",338,"Cyrtococcum patens","21.0",2018,0
"813",338,"Molinera latifolia","3.0",2018,0
"814",338,"Rolandra fruticosa","19.0",2018,0
"815",338,"Chromolaena odorata","17.0",2018,0
"816",338,"Imperata cylindrica","112.0",2018,0
"817",338,"Phylanthus urinaria","9.0",2018,0
"818",338,"Mussaenda frondosa","46.0",2018,0
"819",338,"Nephrolepis biserrata","330.0",2018,0
"820",338,"Endospermum diadenum","12.0",2018,0
"821",338,"Leptaspis urceolata","102.0",2018,0
"822",338,"Centotheca lappacea","55.0",2018,0
"823",338,"daun pandan","15.0",2018,0
"824",342,"Clidemia hirta","150",2018,0
"825",342,"Melastoma malabathricum","8",2018,0
"826",342,"Asystasia gangetica","44",2018,0
"827",342,"Leptaspis urceolata","64",2018,0
"828",342,"Cyrtococcum patens","72",2018,0
"829",342,"Goniophlebium verrucosum","20",2018,0
"830",342,"Lindsaea ensifolia","80",2018,0
"831",342,"Taenitis blechnoides","14",2018,0
"832",342,"Davallia denticulata","3",2018,0
"833",342,"Scleria ciliaris","94",2018,0
"834",342,"Selaginella plana","128",2018,0
"835",342,"Oxalis barrelieri","36",2018,0
"836",342,"Cheilocostus Speciosus","3",2018,0
"837",342,"Cleome Rutidosperma","142",2018,0
"838",346,"Lycopodiella cernua","5",2018,0
"839",346,"No Name 1","1",2018,0
"840",346,"Lindsaea ensifolia","17",2018,0
"841",346,"Cyrtococcum patens","560",2018,0
"842",346,"Asystasia gangetica","1560",2018,0
"843",346,"Clidemia hirta","80",2018,0
"844",346,"Stachytarpheta indica","52",2018,0
"845",346,"Lygodium salicifolium","5",2018,0
"846",346,"Phylanthus urinaria","21",2018,0
"847",346,"Rolandra fruticosa","81",2018,0
"848",346,"Leptaspis urceolata","1120",2018,0
"849",346,"Ludwigia octovalvis","170",2018,0
"850",346,"Lindernia Diffusa","76",2018,0
"851",347,"Daun Talas","1",2018,0
"852",347,"Phyllanthus urinaria","3",2018,0
"853",347,"Rolandra fruticosa","46",2018,0
"854",347,"Endospermum diadenum","1",2018,0
"855",347,"Imperata cylindrica","72",2018,0
"856",347,"Scleria ciliaris","40",2018,0
"857",347,"Cyrtococcum patens","26",2018,0
"858",347,"Rothmannia macrophylla","46",2018,0
"859",349,"Adiantum latifolium","11",2018,0
"860",349,"Ludwigia octovalvis","5",2018,0
"861",349,"Rolandra fruticosa","6",2018,0
"862",349,"Centrosema Pubescens","2",2018,0
"863",349,"Ophiglossum Pendulum","3",2018,0
"864",349,"Asystasia gangetica","50",2018,0
"865",349,"Clidemia hirta","49",2018,0
"866",349,"Davallia denticulata","22",2018,0
"867",349,"Cuphea Carthagenesis","5",2018,0
"868",349,"Cyrtococcum patens","55",2018,0
"869",349,"Leptaspis urceolata","4",2018,0
"870",351,"Asystasia gangetica","32",2018,0
"871",351,"Endospermum diadenum","1",2018,0
"872",351,"Lindsaea diffusa","5",2018,0
"873",351,"Davallia denticulata","43",2018,0
"874",351,"Dicranopteris linearis","89",2018,0
"875",351,"Imperata cylindrica","24",2018,0
"876",351,"Lasianthus inaequalis","4",2018,0
"877",351,"Melastoma malabathricum","17",2018,0
"878",351,"Pityrogramma Calomelanos","21",2018,0
"879",351,"Leptaspis urceolata","73",2018,0
"880",351,"Pennisetum Polystachion","19",2018,0
"881",354,"Clidemia hirta","27",2018,0
"882",354,"Leptaspis urceolata","127",2018,0
"883",354,"Spermaococe cristata","5",2018,0
"884",354,"Asystasia gangetica","126",2018,0
"885",354,"Chromolaena odorata","6",2018,0
"886",354,"Dicranopteris linearis","13",2018,0
"887",354,"Imperata cylindrica","20",2018,0
"888",354,"Lygodium salicifolium","90",2018,0
"889",354,"Selaginella intermedia","720",2018,0
"890",354,"Daun Kayu Putih","3",2018,0
"891",354,"Stachytarpheta indica","105",2018,0
"892",354,"Taenitis blechnoides","3",2018,0
"893",354,"Selaginella Plana","720",2018,0
"894",354,"Centotheca lappacea","12",2018,0
"895",355,"Molinera latifolia","4",2018,0
"896",355,"Leptaspis urceolata","17",2018,0
"897",355,"Cleome Rutidosperma","8",2018,0
"898",355,"Cyrtococcum patens","32",2018,0
"899",355,"Lindsaea ensifolia","10",2018,0
"900",355,"Clidemia hirta","8",2018,0
"901",355,"Goniophlebium verrucosum","4",2018,0
"902",355,"Legazpia polygonoides","3",2018,0
"903",355,"Rolandra fruticosa","26",2018,0
"904",355,"Spermaococe cristata","3",2018,0
"905",355,"Vittaria ensiformis","9",2018,0
"906",355,"Melastoma malabathricum","7",2018,0
"907",358,"Blechnum orientale","11",2018,0
"908",358,"Asystasia gangetica","30",2018,0
"909",358,"Vittaria elongata","326",2018,0
"910",358,"Asplenium nidus","17",2018,0
"911",358,"Selaginella plana","180",2018,0
"912",358,"Ageratum conyzoides","56",2018,0
"913",358,"Molinera latifolia","6",2018,0
"914",358,"Leptaspis urceolata","153",2018,0
"915",358,"Clidemia hirta","7",2018,0
"916",358,"Pouzolzia Zeylanica","26",2018,0
"917",361,"Pouzolzia Zeylanica","12",2018,0
"918",361,"Mimosa pudica","15",2018,0
"919",361,"Centotheca lappacea","156",2018,0
"920",361,"Ageratum conyzoides","3",2018,0
"921",361,"Asystasia gangetica","93",2018,0
"922",361,"Clidemia hirta","14",2018,0
"923",361,"Lygodium circinatum","7",2018,0
"924",361,"Lygodium salicifolium","3",2018,0
"925",361,"Melastoma malabathricum","6",2018,0
"926",361,"Mussaenda frondosa","3",2018,0
"927",361,"Oxalis barrelieri","2",2018,0
"928",361,"Paspalum dilatatum","79",2018,0
"929",361,"Stachytarpheta indica","4",2018,0
"930",361,"Vittaria elongata","212",2018,0
"931",361,"Cleome Rutidosperma","74",2018,0
"932",361,"Cyrtococcum patens","97",2018,0
"933",361,"Mallotus peltatus","9",2018,0
"934",361,"Rhynchospora Colorata","49",2018,0
"935",361,"Leptaspis urceolata","53",2018,0
"936",361,"Endospermum diadenum","2",2018,0
"937",362,"Pucuk Merah","12",2018,0
"938",362,"Daun Double","16",2018,0
"939",362,"Cyrtococcum patens","53",2018,0
"940",362,"Blechnum orientale","13",2018,0
"941",362,"Asystasia gangetica","48",2018,0
"942",362,"Bauhinia semibifida","17",2018,0
"943",362,"Lindsaea ensifolia","12",2018,0
"944",362,"Lygodium circinatum","8",2018,0
"945",362,"Scleria ciliaris","40",2018,0
"946",362,"Cheilocostus Soeciosus","3",2018,0
"947",362,"Clidemia hirta","17",2018,0
"948",363,"Lindsaea ensifolia","23",2018,0
"949",363,"Taenitis blechnoides","5",2018,0
"950",363,"Lasianthus inaequalis","23",2018,0
"951",363,"Clidemia hirta","96",2018,0
"952",363,"Ixora grandifolia","4",2018,0
"953",363,"Asam Kandis","2",2018,0
"954",363,"Macaranga bancana","12",2018,0
"955",363,"Molinera latifolia","21",2018,0
"956",363,"Phylanthus urinaria","8",2018,0
"957",363,"Lygodium circinatum","12",2018,0
"958",363,"Cyrtococcum patens","242",2018,0
"959",363,"Scleria ciliaris","78",2018,0
"960",363,"Rambat 1","15",2018,0
"961",363,"Mampat","12",2018,0
"962",367,"helmin minthostachys","1.0",2018,0
"963",367,"cleomerutidsperma","4.0",2018,0
"964",367,"Endospermum diadenum","1.0",2018,0
"965",367,"Croton hirtus","5.0",2018,0
"966",367,"Lindsaea ensifolia","3.0",2018,0
"967",367,"Lygodium salicifolium","14.0",2018,0
"968",367,"Macaranga bancana","1.0",2018,0
"969",367,"Oxalis barrelieri","13.0",2018,0
"970",367,"Spermaococe cristata","4.0",2018,0
"971",367,"Blechnum orientale","1.0",2018,0
"972",367,"367_Sharp flower plant","5.0",2018,0
"973",367,"tarenia violecea","6.0",2018,0
"974",367,"asplenium langissimum","2.0",2018,0
"975",367,"synedrella nudiflora","1.0",2018,0
"976",373,"Scleria ciliaris","7",2018,0
"977",373,"Clidemia hirta","73",2018,0
"978",373,"LN: Lengkuas","12",2018,0
"979",373,"Helminthostachys Zeylanica","2",2018,0
"980",373,"Mallotus peltatus","36",2018,0
"981",373,"Cyrtococcum patens","181",2018,0
"982",373,"Pouzolzia Zeylanica","16",2018,0
"983",373,"Lygodium salicifolium","3",2018,0
"984",373,"Tetracera indica","30",2018,0
"985",373,"Oxalis barrelieri","10",2018,0
"986",373,"Melastoma malabathricum","25",2018,0
"987",374,"Ixora grandifolia","1.0",2018,0
"988",374,"Taenitis blechnoides","5.0",2018,0
"989",374,"374_RoughLong","23.0",2018,0
"990",374,"Melastoma malabathricum","1.0",2018,0
"991",374,"Scleria ciliaris","2.0",2018,0
"992",374,"Pouzolzia zeylanica","1.0",2018,0
"993",374,"Mallotes euphorbialeae","10.0",2018,0
"994",374,"Asplenium longissimun","1.0",2018,0
"995",374,"374_GreenLantern","2.0",2018,0
"996",374,"Rumbai","1.0",2018,0
"997",374,"Polygala paniculata","1557.0",2018,0
"998",374,"Rumput janggut kambing","5.0",2018,0
"999",374,"374_SharpLongLeaves","1.0",2018,0
"1000",376,"Scleria ciliaris","35.0",2018,0
"1001",376,"Clidemia hirta","28.0",2018,0
"1002",376,"Goniophlebium verrucosum","5.0",2018,0
"1003",376,"Oxalis barrelieri","1.0",2018,0
"1004",376,"Lindsaea ensifolia","4.0",2018,0
"1005",376,"Macaranga bancana","5.0",2018,0
"1006",376,"Cyrtococcum patens","573.0",2018,0
"1007",376,"Mallotus peltatus","3.0",2018,0
"1008",379,"Asystasia gangetica","79.0",2018,0
"1009",379,"Taenitis blechnoides","1.0",2018,0
"1010",379,"Melastoma malabathricum","11.0",2018,0
"1011",379,"Axonopus compressus","17.0",2018,0
"1012",379,"Lindsaea ensifolia","19.0",2018,0
"1013",379,"Clidemia hirta","73.0",2018,0
"1014",379,"Spermaococe cristata","71.0",2018,0
"1015",379,"Dicranopteris linearis","9.0",2018,0
"1016",379,"Daun ubi bulu","1.0",2018,0
"1017",379,"Goniophlebium verrucosum","16.0",2018,0
"1018",379,"Spermacoce cristata","71.0",2018,0
"1019",379,"Endospermum diadenum","2.0",2018,0
"1020",382,"Scleria ciliaris","27.0",2018,0
"1021",382,"Oxalis barrelieri","3.0",2018,0
"1022",382,"Dicranopteris linearis","5.0",2018,0
"1023",382,"Davallia denticulata","13.0",2018,0
"1024",382,"Tetracera indica","23.0",2018,0
"1025",382,"Ligodium Salicifolium ","13.0",2018,0
"1026",382,"Blechnum orientale","3.0",2018,0
"1027",382,"Centotheca lappacea","129.0",2018,0
"1028",382,"Pityrogramma Calomelanos","23.0",2018,0
"1029",382,"Leptaspis urceolata","6.0",2018,0
"1030",382,"Asystasia gangetica","59.0",2018,0
"1031",382,"Clidemia hirta","774.0",2018,0
"1032",382,"Lindernia diffusa","3.0",2018,0
"1033",382,"Blechnum Ensifolia","2.0",2018,0
"1034",382,"Asplenium Longissimum","7.0",2018,0
"1035",382,"Cleome Rutidosperma","280.0",2018,0
"1036",382,"Lindsae Ensifolia","5.0",2018,0
"1037",385,"Davallia denticulata","3.0",2018,0
"1038",385,"Clidemia hirta","22.0",2018,0
"1039",385,"Lindernia diffusa","146.0",2018,0
"1040",385,"Scleria ciliaris","5.0",2018,0
"1041",385,"Rolandra fruticosa","2.0",2018,0
"1042",385,"cleome rutidosperma","101.0",2018,0
"1043",385,"Lygodium salicifolium","5.0",2018,0
"1044",385,"cuphea carthagenensis","4.0",2018,0
"1045",385,"lindsaea ensifolia","31.0",2018,0
"1046",385,"Leptaspis urceolata","44.0",2018,0
"1047",385,"clibadium surinamense","1.0",2018,0
"1048",385,"centhoceca lappacea","192.0",2018,0
"1049",387,"Scleria ciliaris","140.0",2018,0
"1050",387,"Rothmannia macrophylla","20.0",2018,0
"1051",387,"Clidemia hirta","151.0",2018,0
"1052",387,"terracera indica","1.0",2018,0
"1053",387,"Taenitis blechnoides","2.0",2018,0
"1054",387,"Bauhinia semibifida","1.0",2018,0
"1055",387,"Cyrtococcum patens","53.0",2018,0
"1056",387,"clibadium surinamense","1.0",2018,0
"1057",387,"cuphea carthagenensis","1.0",2018,0
"1058",388,"Asystasia gangetica","38.0",2018,0
"1059",388,"Axonopus compressus","80.0",2018,0
"1060",388,"Sauropus androgynus","4.0",2018,0
"1061",388,"Clidemia hirta","105.0",2018,0
"1062",388,"Rolandra fruticosa","283.0",2018,0
"1063",388,"Lindsaea ensifolia","140.0",2018,0
"1064",395,"Asystasia gangetica","1",2018,0
"1065",395,"Lygodium circinatum","5",2018,0
"1066",395,"Clidemia hirta","24",2018,0
"1067",395,"Elaeis guineensis","6",2018,0
"1068",395,"Goniophlebium verrucosum","10",2018,0
"1069",395,"Lindsaea ensifolia","44",2018,0
"1070",397,"Cuphea carthagenesis","2.0",2018,0
"1071",397,"Mallotus peltatus","3.0",2018,0
"1072",397,"Stachytarpheta indica","17.0",2018,0
"1073",397,"Mimosa pudica","10.0",2018,0
"1074",397,"Mussaenda frondosa","6.0",2018,0
"1075",397,"Blechnum orientale","1.0",2018,0
"1076",397,"Centotheca lappacea","471.0",2018,0
"1077",397,"Rothmannia macrophylla","6.0",2018,0
"1078",397,"Davallia denticulata","16.0",2018,0
"1079",397,"Macaranga bancana","6.0",2018,0
"1080",397,"Clidemia hirta","6.0",2018,0
"1081",397,"Croton hirtus","8.0",2018,0
"1082",397,"Melastoma malabathricum","11.0",2018,0
"1083",399,"Torenia violacea","2.0",2018,0
"1084",399,"Asystasia gangetica","1.0",2018,0
"1085",399,"Clidemia hirta","6.0",2018,0
"1086",399,"Davallia denticulata","2.0",2018,0
"1087",399,"Macaranga bancana","3.0",2018,0
"1088",399,"Mimosa pudica","7.0",2018,0
"1089",399,"Stachytarpheta indica","4.0",2018,0
"1090",399,"Centotheca lappacea","1680.0",2018,0
"1091",399,"Lantana camara","4.0",2018,0
"1092",399,"Legazpia polygonoides","6.0",2018,0
"1093",399,"Mussaenda frondosa","53.0",2018,0
"1094",403,"Clidemia hirta","104.0",2018,0
"1095",403,"Dicranopteris linearis","64.0",2018,0
"1096",403,"Asystasia gangetica","450.0",2018,0
"1097",403,"Cyrtococcum patens","46.0",2018,0
"1098",403,"Scleria ciliaris","5.0",2018,0
"1099",403,"cleome rutidosperma","56.0",2018,0
"1100",403,"selaginella plana","200.0",2018,0
"1101",403,"pityogramma calomelanos","20.0",2018,0
"1102",403,"goniophlebium percussum","6.0",2018,0
"1103",403,"costus woodsoni","3.0",2018,0
"1104",403,"rhynchospora colorata","12.0",2018,0
"1105",403,"musaceae sp","1.0",2018,0
"1106",403,"ageratum conyzoides","8.0",2018,0
"1107",410,"Axonopus compressus","72",2018,0
"1108",410,"Croton hirtus","8",2018,0
"1109",410,"Ageratum conyzoides","23",2018,0
"1110",410,"Panicum repens","25",2018,0
"1111",410,"acmela paniculata","42",2018,0
"1112",410,"Lygodium circinatum","17",2018,0
"1113",410,"centrosema pubescens","15",2018,0
"1114",410,"Paspalum dilatatum","116",2018,0
"1115",410,"Rolandra fruticosa","21",2018,0
"1116",410,"Salomonia cantoniensis","3",2018,0
"1117",410,"Asystasia gangetica","52",2018,0
"1118",410,"centhoceca lappacea","62",2018,0
"1119",410,"Like red melasthoma ","5",2018,0
"1120",416,"Asystasia gangetica","314",2018,0
"1121",416,"Davallia denticulata","15",2018,0
"1122",416,"Adiantum latifolium","39",2018,0
"1123",416,"Acmella Paniculata","15",2018,0
"1124",416,"Lantana camara","4",2018,0
"1125",416,"MS: daun Gerigi","5",2018,0
"1126",416,"Ottochloa nodosa","42",2018,0
"1127",416,"Leptaspis urceolata","21",2018,0
"1128",416,"Rolandra fruticosa","8",2018,0
"1129",416,"Daun berpori","4",2018,0
"1130",416,"Centotheca lappacea","15",2018,0
"1131",416,"Phyllanthus urinaria","3",2018,0
"1132",416,"Scleria ciliaris","20",2018,0
"1133",419,"Melastoma malabathricum","11",2018,0
"1134",419,"Lygodium salicifolium","4",2018,0
"1135",419,"Oxalis barrelieri","17",2018,0
"1136",419,"Adiantum latifolium","64",2018,0
"1137",419,"Asystasia gangetica","43",2018,0
"1138",419,"Peperomia Pelucida","4",2018,0
"1139",419,"Hyptis capitata","27",2018,0
"1140",419,"Cleome Rutidosperma","867",2018,0
"1141",419,"Acmela Paniculata","83",2018,0
"1142",419,"Pityrogramma calomelanos","1",2018,0
"1143",419,"paku flower","70",2018,0
"1144",423,"Clidemia hirta","9.0",2018,0
"1145",423,"Ageratum conyzoides","61.0",2018,0
"1146",423,"Leptaspis urceolata","458.0",2018,0
"1147",423,"Elaeis guineensis","39.0",2018,0
"1148",423,"Mimosa pudica","8.0",2018,0
"1149",423,"Basilikum alike","45.0",2018,0
"1150",423,"Cyrtococcum patens","366.0",2018,0
"1151",423,"Ovalblattb�umchen","4.0",2018,0
"1152",423,"Axonopus compressus","1847.0",2018,0
"1153",424,"Adiantum latifolium","146.0",2018,0
