"","shannon","hid"
"2",1.66201971967163,116
"3",2.02837075522489,117
"4",2.01984342953462,118
"5",1.59254202457182,12
"6",1.99493831507156,122
"7",2.01925820621491,123
"8",1.5881652584335,126
"9",1.37941361680266,128
"10",1.68509494642314,13
"11",1.5555983426401,15
"12",2.3344385186923,169
"13",1.26156495670162,170
"14",1.52830105345653,173
"15",0.992463206684111,175
"16",1.69650608536738,181
"17",1.64822118420567,183
"18",1.55104276924109,191
"19",2.19750196982739,196
"20",1.28789542037112,204
"21",1.50301885443199,207
"22",1.1549736233045,209
"23",0.887542064451349,21
"24",1.90468930301288,210
"25",1.83450869175416,22
"26",1.66837594190757,220
"27",1.71547703678002,246
"28",2.10677178610615,247
"29",2.44309140949633,249
"30",1.5874589070467,25
"31",0.873380521269937,254
"32",1.87854239476641,255
"34",1.40828617616711,258
"35",0.900840326081692,260
"36",1.82559963569684,266
"37",1.18920882402015,269
"38",1.78745340382039,270
"39",0.383710670208881,273
"40",0.570333947230812,277
"41",1.39439075605978,279
"42",1.43367993086982,282
"43",1.9071844975995,29
"44",1.34014660704867,3
"45",1.28188458828131,325
"46",1.22664546002569,326
"47",1.13000458385078,329
"48",1.12052992088291,349
"49",1.63287191308196,351
"50",1.40582999057922,354
"51",1.65889381373345,355
"52",0.75972029615197,361
"55",1.88338558968275,37
"56",0.805930933635894,373
"57",1.66944451245804,379
"58",1.303847939261,382
"59",1.64965591374401,385
"60",0.947160033952613,387
"61",0.794855754719719,388
"62",2.06580085109275,39
"63",1.25771202423194,40
"64",0.655524341471893,410
"65",1.50431528688796,415
"66",0.932872609058161,419
"67",1.14986757430745,423
"68",0.613576983227804,424
"69",1.03390621463436,425
"70",1.26751663282024,433
"71",1.19225128024359,435
"72",1.4033114834666,436
"73",0.589525326188841,437
"74",0.341388779148349,44
"75",0.700172739926921,442
"76",1.17216235710278,443
"77",1.63850552212513,449
"78",0.264868045155525,454
"79",2.16977977256757,46
"80",1.25530257150054,460
"81",1.20671480983749,463
"82",2.12058109462897,47
"83",1.48189525068878,470
"84",1.00690455957829,474
"85",1.32804479180776,481
"86",1.11622598367714,482
"87",1.57636680661927,485
"88",0.48057922345517,486
"89",1.02166332451915,488
"90",0.277256917343887,495
"91",1.07335893137638,502
"92",1.24309242767402,503
"93",1.52580616206259,505
"94",2.00132263885271,508
"95",1.08449403752093,510
"96",1.59043821189495,511
"97",0.737476705899691,515
"98",1.07780375752893,516
"99",1.00580571681189,519
"100",0.185496383839891,521
"101",1.08791767519652,522
"102",1.11084984739849,527
"103",0.44293569989541,528
"104",0.317141413125319,529
"105",0.231705782232648,537
"106",2.02392616940257,54
"107",0.472524159592459,540
"108",0.799615989200462,542
"109",1.07371843220048,543
"110",0.780839133165071,544
"111",1.41137394085827,547
"112",1.21849010578526,548
"113",1.16596088747162,550
"114",1.18685431307476,559
"115",2.25560772333489,56
"116",1.38806031278193,565
"117",1.41769420921859,569
"118",1.12692656239149,571
"119",1.55821570598459,574
"120",1.14915954529863,575
"121",1.37521621325705,577
"122",1.50884341875359,578
"123",1.36137100215005,579
"124",1.75688997200857,581
"126",0.593082624953838,584
"127",0.994522308989995,588
"128",0.90728279962545,590
"129",1.0316526457926,597
"130",0.905943220355562,599
"131",1.98488410735065,60
"133",0.833078405267765,600
"134",1.73776149285014,601
"135",0.896741113066034,609
"136",1.31764954243552,610
"137",1.13273222339637,611
"138",1.78181941427459,615
"139",1.14436008260337,619
"140",1.0550060188652,629
"141",1.75025904474838,63
"142",1.09827069320686,630
"143",1.51776046147594,632
"144",1.57263873314816,638
"145",1.77156101569306,639
"146",1.55038977215655,641
"147",1.14098283080758,642
"150",1.08034828176084,649
"151",1.11407758439327,650
"152",1.70776667120213,654
"153",1.23946914744693,656
"154",1.33817281548869,658
"155",0.561424818574207,667
"156",1.73585777074634,670
"157",1.20419307994769,672
"158",1.13580357589995,675
"159",0.394326428040945,676
"160",1.09338250103434,678
"161",1.24238673598569,687
"162",0.90878344180283,690
"163",1.20077714298521,695
"164",1.4225907036243,698
"165",1.35512502949788,70
"166",0.981043057697781,709
"167",0.980307663167314,710
"168",2.49545087270682,74
"169",0.985283540707228,80
"170",1.6052387437351,83
"171",1.50404963701304,84
"172",1.93306342524406,89
