"","hid","SpeciesName","Abundance","regency","village","pid","crop","wave"
"313",84,"Melastoma malabathricum","4","Sarolangun","Payo Lebar",1,"Rubber",2018
"314",84,"Oxalis barrelieri","32","Sarolangun","Payo Lebar",1,"Rubber",2018
"315",84,"Taenitis blechnoides","33","Sarolangun","Payo Lebar",1,"Rubber",2018
"316",84,"Cleome Rutidosperma","96","Sarolangun","Payo Lebar",1,"Rubber",2018
"317",84,"Lygodium salicifolium","8","Sarolangun","Payo Lebar",1,"Rubber",2018
"318",84,"Pityrogramma Calomelanos","23","Sarolangun","Payo Lebar",1,"Rubber",2018
"319",84,"Davallia denticulata","17","Sarolangun","Payo Lebar",1,"Rubber",2018
"320",84,"Lindsaea ensifolia","36","Sarolangun","Payo Lebar",1,"Rubber",2018
"321",84,"Cyrtococcum patens","323","Sarolangun","Payo Lebar",1,"Rubber",2018
"322",84,"Peperomia Pellucida","49","Sarolangun","Payo Lebar",1,"Rubber",2018
"323",84,"Pulai","6","Sarolangun","Payo Lebar",1,"Rubber",2018
"324",84,"Spaghneticola Trilobata","3","Sarolangun","Payo Lebar",1,"Rubber",2018
"325",84,"Lindernia diffusa","138","Sarolangun","Payo Lebar",1,"Rubber",2018
"326",84,"Asystasia gangetica","154","Sarolangun","Payo Lebar",1,"Rubber",2018
"327",84,"Leptaspis urceolata","83","Sarolangun","Payo Lebar",1,"Rubber",2018
"328",84,"Clidemia hirta","69","Sarolangun","Payo Lebar",1,"Rubber",2018
"329",89,"Lygodium circinatum","6","Sarolangun","Payo Lebar",2,"Rubber",2018
"330",89,"Melastoma malabathricum","3","Sarolangun","Payo Lebar",2,"Rubber",2018
"331",89,"Like Lasianthus inaequalis","2","Sarolangun","Payo Lebar",2,"Rubber",2018
"332",89,"Lindsaea ensifolia","6","Sarolangun","Payo Lebar",2,"Rubber",2018
"333",89,"Scleria ciliaris","9","Sarolangun","Payo Lebar",2,"Rubber",2018
"334",89,"Clidemia hirta","6","Sarolangun","Payo Lebar",2,"Rubber",2018
"335",89,"Asplenium Longissisum","2","Sarolangun","Payo Lebar",2,"Rubber",2018
"336",89,"Hevea Brasiliensis","12","Sarolangun","Payo Lebar",2,"Rubber",2018
"337",89,"Taenitis blechnoides","16","Sarolangun","Payo Lebar",2,"Rubber",2018
"338",116,"Leptaspis urceolata","12.0","Sarolangun","Semaran",1,"Rubber",2018
"339",116,"Bauhinia semibifida","4.0","Sarolangun","Semaran",1,"Rubber",2018
"340",116,"Cyrtococcum patens","77.0","Sarolangun","Semaran",1,"Rubber",2018
"341",116,"Tembakau bulu","3.0","Sarolangun","Semaran",1,"Rubber",2018
"342",116,"Axonopus compressus","84.0","Sarolangun","Semaran",1,"Rubber",2018
"343",116,"Melastoma malabathricum","1.0","Sarolangun","Semaran",1,"Rubber",2018
"344",116,"Scleria ciliaris","34.0","Sarolangun","Semaran",1,"Rubber",2018
"345",116,"Pandan hutan bunga kuning","4.0","Sarolangun","Semaran",1,"Rubber",2018
"346",116,"Asystasia gangetica","17.0","Sarolangun","Semaran",1,"Rubber",2018
"347",116,"Endospermum diadenum","42.0","Sarolangun","Semaran",1,"Rubber",2018
"348",116,"Synedrella nudiflora","4.0","Sarolangun","Semaran",1,"Rubber",2018
"349",116,"Clidemia hirta","236.0","Sarolangun","Semaran",1,"Rubber",2018
"350",116,"Lindsaea ensifolia alike","9.0","Sarolangun","Semaran",1,"Rubber",2018
"351",117,"Looks like Mussaenda Frondusa","1","Sarolangun","Semaran",1,"Palm Oil",2018
"352",117,"Tetracera Indica ","1","Sarolangun","Semaran",1,"Palm Oil",2018
"353",117,"Long Straight Grass","2","Sarolangun","Semaran",1,"Palm Oil",2018
"354",117,"Long Sharp Leaves Tree ","5","Sarolangun","Semaran",1,"Palm Oil",2018
"355",117,"Pikform Blattbaum","4","Sarolangun","Semaran",1,"Palm Oil",2018
"356",117,"Clidemia hirta","83","Sarolangun","Semaran",1,"Palm Oil",2018
"357",117,"Looks like Lindsaea Ensifolia","18","Sarolangun","Semaran",1,"Palm Oil",2018
"358",117,"Looks like Ficus","1","Sarolangun","Semaran",1,"Palm Oil",2018
"359",117,"Melastoma malabathricum","44","Sarolangun","Semaran",1,"Palm Oil",2018
"360",117,"Cyrtococcum patens","339","Sarolangun","Semaran",1,"Palm Oil",2018
"361",117,"Scleria ciliaris","13","Sarolangun","Semaran",1,"Palm Oil",2018
"362",117,"Dicranopteris linearis","137","Sarolangun","Semaran",1,"Palm Oil",2018
"363",117,"Hevea Brasiliensis","2","Sarolangun","Semaran",1,"Palm Oil",2018
"364",117,"Lindsaea ensifolia","11","Sarolangun","Semaran",1,"Palm Oil",2018
"365",118,"sphagnetica trilobata","8.0","Sarolangun","Semaran",2,"Rubber",2018
"366",118,"Centotheca lappacea","76.0","Sarolangun","Semaran",2,"Rubber",2018
"367",118,"Endospermum diadenum","23.0","Sarolangun","Semaran",2,"Rubber",2018
"368",118,"Daun serat","5.0","Sarolangun","Semaran",2,"Rubber",2018
"369",118,"Like schopalia","11.0","Sarolangun","Semaran",2,"Rubber",2018
"370",118,"Mussaenda frondosa","13.0","Sarolangun","Semaran",2,"Rubber",2018
"371",118,"Scleria ciliaris","106.0","Sarolangun","Semaran",2,"Rubber",2018
"372",118,"Spermaococe cristata","8.0","Sarolangun","Semaran",2,"Rubber",2018
"373",118,"Lindsaea ensifolia","28.0","Sarolangun","Semaran",2,"Rubber",2018
"374",118,"Melastoma malabathricum","2.0","Sarolangun","Semaran",2,"Rubber",2018
"375",118,"Leptaspis urceolata","9.0","Sarolangun","Semaran",2,"Rubber",2018
"376",118,"passiflora foetida(","3.0","Sarolangun","Semaran",2,"Rubber",2018
"377",118,"Like oxalis","6.0","Sarolangun","Semaran",2,"Rubber",2018
"378",118,"mirip karet","3.0","Sarolangun","Semaran",2,"Rubber",2018
"379",118,"Clidemia hirta","109.0","Sarolangun","Semaran",2,"Rubber",2018
"380",118,"Dicranopteris linearis","65.0","Sarolangun","Semaran",2,"Rubber",2018
"381",126,"Scleria ciliaris","33","Sarolangun","Danau Serdang",1,"Rubber",2018
"382",126,"Melastoma malabathricum","7","Sarolangun","Danau Serdang",1,"Rubber",2018
"383",126,"Clidemia hirta","33","Sarolangun","Danau Serdang",1,"Rubber",2018
"384",126,"Dicranopteris linearis","5","Sarolangun","Danau Serdang",1,"Rubber",2018
"385",126,"Hevea Brasiliensis","16","Sarolangun","Danau Serdang",1,"Rubber",2018
"386",126,"heart formed leaves","3","Sarolangun","Danau Serdang",1,"Rubber",2018
"387",126,"Centotheca lappacea","26","Sarolangun","Danau Serdang",1,"Rubber",2018
"388",126,"Axonopus Compressus","14","Sarolangun","Danau Serdang",1,"Rubber",2018
"389",128,"Like kedondong","1","Sarolangun","Danau Serdang",3,"Rubber",2018
"390",128,"Asystasia gangetica","5","Sarolangun","Danau Serdang",3,"Rubber",2018
"391",128,"Melastoma malabathricum","32","Sarolangun","Danau Serdang",3,"Rubber",2018
"392",128,"Scleria ciliaris","189","Sarolangun","Danau Serdang",3,"Rubber",2018
"393",128,"Clidemia hirta","2","Sarolangun","Danau Serdang",3,"Rubber",2018
"394",128,"Dicranopteris linearis","74","Sarolangun","Danau Serdang",3,"Rubber",2018
"395",128,"Dyera costulata","31","Sarolangun","Danau Serdang",3,"Rubber",2018
"396",128,"Like batangmerah","1","Sarolangun","Danau Serdang",3,"Rubber",2018
"397",128,"Leptaspis urceolata","29","Sarolangun","Danau Serdang",3,"Rubber",2018
"398",128,"Like Merremia ","1","Sarolangun","Danau Serdang",3,"Rubber",2018
"399",169,"Lindsaea ensifolia","22.0","Sarolangun","Pematang Kabau",1,"Rubber",2018
"400",169,"Macaranga bancana","2.0","Sarolangun","Pematang Kabau",1,"Rubber",2018
"401",169,"Clidemia hirta","47.0","Sarolangun","Pematang Kabau",1,"Rubber",2018
"402",169,"Dicranopteris linearis","232.0","Sarolangun","Pematang Kabau",1,"Rubber",2018
"403",169,"Ixora grandifolia","11.0","Sarolangun","Pematang Kabau",1,"Rubber",2018
"404",169,"Leptaspis urceolata","6.0","Sarolangun","Pematang Kabau",1,"Rubber",2018
"405",169,"Sukun","1.0","Sarolangun","Pematang Kabau",1,"Rubber",2018
"406",169,"Melastoma malabathricum","4.0","Sarolangun","Pematang Kabau",1,"Rubber",2018
"407",169,"Scleria ciliaris","39.0","Sarolangun","Pematang Kabau",1,"Rubber",2018
"408",169,"Paku wayang","23.0","Sarolangun","Pematang Kabau",1,"Rubber",2018
"409",169,"Cyrtococcum patens","31.0","Sarolangun","Pematang Kabau",1,"Rubber",2018
"410",169,"Endospermum diadenum","1.0","Sarolangun","Pematang Kabau",1,"Rubber",2018
"411",170,"Taenitis blechnoides","2","Sarolangun","Pematang Kabau",1,"Rubber",2018
"412",170,"Lasianthus inaequalis","4","Sarolangun","Pematang Kabau",1,"Rubber",2018
"413",170,"Scleria ciliaris","140","Sarolangun","Pematang Kabau",1,"Rubber",2018
"414",170,"cuphea cartagenensis","1","Sarolangun","Pematang Kabau",1,"Rubber",2018
"415",170,"Clidemia hirta","151","Sarolangun","Pematang Kabau",1,"Rubber",2018
"416",170,"clibadium surinamense","1","Sarolangun","Pematang Kabau",1,"Rubber",2018
"417",170,"Bauhinia semibifida","1","Sarolangun","Pematang Kabau",1,"Rubber",2018
"418",170,"Tetracera indica","1","Sarolangun","Pematang Kabau",1,"Rubber",2018
"419",170,"Cyrtococcum patens","53","Sarolangun","Pematang Kabau",1,"Rubber",2018
"420",170,"Rothmannia macrophylla","20","Sarolangun","Pematang Kabau",1,"Rubber",2018
"421",170,"Molinera latifolia","2","Sarolangun","Pematang Kabau",1,"Rubber",2018
"422",173,"Dicranopteris linearis","70.0","Sarolangun","Pematang Kabau",1,"Rubber",2018
"423",173,"Poikilospermum suaveoens","3.0","Sarolangun","Pematang Kabau",1,"Rubber",2018
"424",173,"Uncaria cordata","15.0","Sarolangun","Pematang Kabau",1,"Rubber",2018
"425",173,"Asystasia gangetica","11.0","Sarolangun","Pematang Kabau",1,"Rubber",2018
"426",173,"Clidemia hirta","41.0","Sarolangun","Pematang Kabau",1,"Rubber",2018
"427",173,"Mirip paku pakuan","10.0","Sarolangun","Pematang Kabau",1,"Rubber",2018
"428",173,"Adiantum latifolium","16.0","Sarolangun","Pematang Kabau",1,"Rubber",2018
"429",173,"Scleria ciliaris","19.0","Sarolangun","Pematang Kabau",1,"Rubber",2018
"430",173,"Centotheca lappacea","18.0","Sarolangun","Pematang Kabau",1,"Rubber",2018
"431",173,"Molinera latifolia","26.0","Sarolangun","Pematang Kabau",1,"Rubber",2018
"432",173,"Cyrtococcum patens","56.0","Sarolangun","Pematang Kabau",1,"Rubber",2018
"433",173,"Marantodes pumulium","1.0","Sarolangun","Pematang Kabau",1,"Rubber",2018
"434",173,"Obat kuat","5.0","Sarolangun","Pematang Kabau",1,"Rubber",2018
"435",175,"Dicranopteris linearis","2.0","Sarolangun","Pematang Kabau",1,"Rubber",2018
"436",175,"Axonopus compressus","27.0","Sarolangun","Pematang Kabau",1,"Rubber",2018
"437",175,"Clidemia hirta","51.0","Sarolangun","Pematang Kabau",1,"Rubber",2018
"438",175,"Asystasia gangetica","19.0","Sarolangun","Pematang Kabau",1,"Rubber",2018
"439",175,"Scleria ciliaris","15.0","Sarolangun","Pematang Kabau",1,"Rubber",2018
"440",175,"Leptaspis urceolata","33.0","Sarolangun","Pematang Kabau",1,"Rubber",2018
"441",175,"Lindsaea ensifolia","3.0","Sarolangun","Pematang Kabau",1,"Rubber",2018
"442",175,"Macaranga bancana","1.0","Sarolangun","Pematang Kabau",1,"Rubber",2018
"443",175,"Paku Pedang","14.0","Sarolangun","Pematang Kabau",1,"Rubber",2018
"444",175,"Paku wayang","249.0","Sarolangun","Pematang Kabau",1,"Rubber",2018
"445",175,"Rambutan","2.0","Sarolangun","Pematang Kabau",1,"Rubber",2018
"446",181,"Lindsaea ensifolia","17.0","Sarolangun","Pematang Kabau",1,"Palm Oil",2018
"447",181,"Dicranopteris linearis","142.0","Sarolangun","Pematang Kabau",1,"Palm Oil",2018
"448",181,"Melastoma malabathricum","2.0","Sarolangun","Pematang Kabau",1,"Palm Oil",2018
"449",181,"cleome rutidosperma","1.0","Sarolangun","Pematang Kabau",1,"Palm Oil",2018
"450",181,"Macaranga bancana","1.0","Sarolangun","Pematang Kabau",1,"Palm Oil",2018
"451",183,"Hevea Brasiliensis","2","Sarolangun","Pematang Kabau",1,"Rubber",2018
"452",183,"Dicranopteris linearis","20","Sarolangun","Pematang Kabau",1,"Rubber",2018
"453",183,"Elaeis guineensis","4","Sarolangun","Pematang Kabau",1,"Rubber",2018
"454",183,"Clidemia hirta","51","Sarolangun","Pematang Kabau",1,"Rubber",2018
"455",183,"Cyrtococcum patens","347","Sarolangun","Pematang Kabau",1,"Rubber",2018
"456",183,"Melastoma malabathricum","10","Sarolangun","Pematang Kabau",1,"Rubber",2018
"457",183,"Lindsaea ensifolia","2","Sarolangun","Pematang Kabau",1,"Rubber",2018
"458",191,"Elaeis guineensis","2","Sarolangun","Pematang Kabau",1,"Palm Oil",2018
"459",191,"Clidemia hirta","9","Sarolangun","Pematang Kabau",1,"Palm Oil",2018
"460",191,"Leptaspis urceolata","9","Sarolangun","Pematang Kabau",1,"Palm Oil",2018
"461",191,"Asystasia gangetica","28","Sarolangun","Pematang Kabau",1,"Palm Oil",2018
"462",191,"Pouzolzia Zeylanica","268","Sarolangun","Pematang Kabau",1,"Palm Oil",2018
"463",191,"Axonopus compressus","81","Sarolangun","Pematang Kabau",1,"Palm Oil",2018
"464",191,"Solanum Melongena","1","Sarolangun","Pematang Kabau",1,"Palm Oil",2018
"465",191,"Lindernia diffusa","206","Sarolangun","Pematang Kabau",1,"Palm Oil",2018
"466",191,"Centotheca lappacea","1","Sarolangun","Pematang Kabau",1,"Palm Oil",2018
"467",191,"Centotheca lappacea","5","Sarolangun","Pematang Kabau",1,"Palm Oil",2018
"468",196,"Macaranga bancana","3.0","Batanghari","Simpang Karmeo",1,"Rubber",2018
"469",196,"LN: Kayu medang","2.0","Batanghari","Simpang Karmeo",1,"Rubber",2018
"470",196,"Scleria ciliaris","16.0","Batanghari","Simpang Karmeo",1,"Rubber",2018
"471",196,"Clidemia hirta","31.0","Batanghari","Simpang Karmeo",1,"Rubber",2018
"472",196,"Cyrtococcum patens","11.0","Batanghari","Simpang Karmeo",1,"Rubber",2018
"473",196,"Tempinis","2.0","Batanghari","Simpang Karmeo",1,"Rubber",2018
"474",196,"Lindsaea ensifolia","3.0","Batanghari","Simpang Karmeo",1,"Rubber",2018
"475",196,"Medang Kancil","2.0","Batanghari","Simpang Karmeo",1,"Rubber",2018
"476",197,"Rolandra fruticosa","77.0","Batanghari","Simpang Karmeo",1,"Rubber",2018
"477",197,"Lindsaea ensifolia","2.0","Batanghari","Simpang Karmeo",1,"Rubber",2018
"478",197,"Lasianthus inaequalis","17.0","Batanghari","Simpang Karmeo",1,"Rubber",2018
"479",197,"Endospermum diadenum","19.0","Batanghari","Simpang Karmeo",1,"Rubber",2018
"480",197,"Clidemia hirta","97.0","Batanghari","Simpang Karmeo",1,"Rubber",2018
"481",197,"Taenitis blechnoides","3.0","Batanghari","Simpang Karmeo",1,"Rubber",2018
"482",197,"Melastoma malabathricum","9.0","Batanghari","Simpang Karmeo",1,"Rubber",2018
"483",197,"Tetracera indica","27.0","Batanghari","Simpang Karmeo",1,"Rubber",2018
"484",197,"Mussaenda frondosa","10.0","Batanghari","Simpang Karmeo",1,"Rubber",2018
"485",197,"Centotheca lappacea","10.0","Batanghari","Simpang Karmeo",1,"Rubber",2018
"486",197,"Scleria ciliaris","178.0","Batanghari","Simpang Karmeo",1,"Rubber",2018
"487",197,"Pouzolzia zeylanica ","15.0","Batanghari","Simpang Karmeo",1,"Rubber",2018
"488",197,"Cuphea cartha genesis","1.0","Batanghari","Simpang Karmeo",1,"Rubber",2018
"489",200,"Cuphea carthagenepsis","1.0","Batanghari","Simpang Karmeo",2,"Rubber",2018
"490",200,"Cleome rutidosperma","10.0","Batanghari","Simpang Karmeo",2,"Rubber",2018
"491",200,"Calopogonium pucunoides ","6.0","Batanghari","Simpang Karmeo",2,"Rubber",2018
"492",200,"Lasianthus inaequalis","10.0","Batanghari","Simpang Karmeo",2,"Rubber",2018
"493",200,"Endospermum diadenum","19.0","Batanghari","Simpang Karmeo",2,"Rubber",2018
"494",200,"Stachyarpheta indica","11.0","Batanghari","Simpang Karmeo",2,"Rubber",2018
"495",200,"Mangifera indica","19.0","Batanghari","Simpang Karmeo",2,"Rubber",2018
"496",200,"Centotheca lappacea","21.0","Batanghari","Simpang Karmeo",2,"Rubber",2018
"497",200,"Cheilocostus speciosus","1.0","Batanghari","Simpang Karmeo",2,"Rubber",2018
"498",200,"Silky endospermum","24.0","Batanghari","Simpang Karmeo",2,"Rubber",2018
"499",201,"Clidemia hirta","74.0","Batanghari","Simpang Karmeo",1,"Rubber",2018
"500",201,"Cyrtococcum patens","17.0","Batanghari","Simpang Karmeo",1,"Rubber",2018
"501",201,"Asystasia gangetica","76.0","Batanghari","Simpang Karmeo",1,"Rubber",2018
"502",201,"Axonopus compressus","45.0","Batanghari","Simpang Karmeo",1,"Rubber",2018
"503",201,"Melastoma malabathricum","21.0","Batanghari","Simpang Karmeo",1,"Rubber",2018
"504",201,"Scleria ciliaris","8.0","Batanghari","Simpang Karmeo",1,"Rubber",2018
"505",201,"Imperata cylindrica","22.0","Batanghari","Simpang Karmeo",1,"Rubber",2018
"506",201,"Taenitis blechnoides","8.0","Batanghari","Simpang Karmeo",1,"Rubber",2018
"507",201,"Pulai","1.0","Batanghari","Simpang Karmeo",1,"Rubber",2018
"508",201,"Leptaspis urceolata","37.0","Batanghari","Simpang Karmeo",1,"Rubber",2018
"509",204,"Mallotus peltatus","9.0","Batanghari","Simpang Karmeo",2,"Rubber",2018
"510",204,"Like meremia ","3.0","Batanghari","Simpang Karmeo",2,"Rubber",2018
"511",204,"Clidemia hirta","7.0","Batanghari","Simpang Karmeo",2,"Rubber",2018
"512",204,"Bauhinia semibifida","1.0","Batanghari","Simpang Karmeo",2,"Rubber",2018
"513",204,"Endospermum diadenum","11.0","Batanghari","Simpang Karmeo",2,"Rubber",2018
"514",204,"Tetracera indica","36.0","Batanghari","Simpang Karmeo",2,"Rubber",2018
"515",204,"Cyrtococcum patens","1242.0","Batanghari","Simpang Karmeo",2,"Rubber",2018
"516",204,"Calpogium mucunoides","7.0","Batanghari","Simpang Karmeo",2,"Rubber",2018
"517",204,"Ligodium cf.circinatum 14","14.0","Batanghari","Simpang Karmeo",2,"Rubber",2018
"518",204,"Cleome rutidosperma","32.0","Batanghari","Simpang Karmeo",2,"Rubber",2018
"519",204,"Passiflora foetida","17.0","Batanghari","Simpang Karmeo",2,"Rubber",2018
"520",207,"Tembakau","5.0","Batanghari","Simpang Karmeo",1,"Rubber",2018
"521",207,"Cyrtococcum patens","24.0","Batanghari","Simpang Karmeo",1,"Rubber",2018
"522",207,"Axonopus compressus","3.0","Batanghari","Simpang Karmeo",1,"Rubber",2018
"523",207,"Clidemia hirta","16.0","Batanghari","Simpang Karmeo",1,"Rubber",2018
"524",207,"Scleria ciliaris","28.0","Batanghari","Simpang Karmeo",1,"Rubber",2018
"525",207,"Leptaspis urceolata","7.0","Batanghari","Simpang Karmeo",1,"Rubber",2018
"526",207,"Laos hutan","1.0","Batanghari","Simpang Karmeo",1,"Rubber",2018
"527",207,"Kedondong","5.0","Batanghari","Simpang Karmeo",1,"Rubber",2018
"528",207,"Jengkol","9.0","Batanghari","Simpang Karmeo",1,"Rubber",2018
"529",209,"akar_akaran","3.0","Batanghari","Simpang Karmeo",1,"Rubber",2018
"530",209,"Clidemia hirta","51.0","Batanghari","Simpang Karmeo",1,"Rubber",2018
"531",209,"Scleria ciliaris","39.0","Batanghari","Simpang Karmeo",1,"Rubber",2018
"532",209,"Endospermum diadenum","7.0","Batanghari","Simpang Karmeo",1,"Rubber",2018
"533",209,"Cyrtococcum patens","36.0","Batanghari","Simpang Karmeo",1,"Rubber",2018
"534",209,"Leptaspis urceolata","4.0","Batanghari","Simpang Karmeo",1,"Rubber",2018
"535",209,"Melastoma malabathricum","1.0","Batanghari","Simpang Karmeo",1,"Rubber",2018
"536",209,"stenochlaena palustris","1.0","Batanghari","Simpang Karmeo",1,"Rubber",2018
"537",209,"mirip kopi","2.0","Batanghari","Simpang Karmeo",1,"Rubber",2018
"538",210,"Goniophlebium verrucosum","25.0","Batanghari","Jangga",1,"Rubber",2018
"539",210,"Dicranopteris linearis","2.0","Batanghari","Jangga",1,"Rubber",2018
"540",210,"Endospermum diadenum","43.0","Batanghari","Jangga",1,"Rubber",2018
"541",210,"Scleria ciliaris","68.0","Batanghari","Jangga",1,"Rubber",2018
"542",210,"Adiantum latifolium","5.0","Batanghari","Jangga",1,"Rubber",2018
"543",210,"Centrocem	 pubescens","1.0","Batanghari","Jangga",1,"Rubber",2018
"544",210,"calopogonium mucunoides","3.0","Batanghari","Jangga",1,"Rubber",2018
"545",210,"Clidemia hirta","136.0","Batanghari","Jangga",1,"Rubber",2018
"546",210,"Ludwigia octovalvis","1.0","Batanghari","Jangga",1,"Rubber",2018
"547",210,"Mussaenda frondosa","31.0","Batanghari","Jangga",1,"Rubber",2018
"548",210,"Centotheca lappacea","9.0","Batanghari","Jangga",1,"Rubber",2018
"549",210,"Molinera latifolia","16.0","Batanghari","Jangga",1,"Rubber",2018
"550",210,"Leptaspis urceolata","2.0","Batanghari","Jangga",1,"Rubber",2018
"551",210,"Mirip Talas","1.0","Batanghari","Jangga",1,"Rubber",2018
"552",210,"Balek angin","1.0","Batanghari","Jangga",1,"Rubber",2018
"553",210,"Pakis","40.0","Batanghari","Jangga",1,"Rubber",2018
"554",210,"kayu berumbung","2.0","Batanghari","Jangga",1,"Rubber",2018
"555",220,"Goniophlebium verrucosum","2.0","Batanghari","Jangga",1,"Rubber",2018
"556",220,"Peperomia pellucida","10.0","Batanghari","Jangga",1,"Rubber",2018
"557",220,"Pakis","2.0","Batanghari","Jangga",1,"Rubber",2018
"558",220,"Clidemia hirta","106.0","Batanghari","Jangga",1,"Rubber",2018
"559",220,"Adiantum latifolium","5.0","Batanghari","Jangga",1,"Rubber",2018
"560",220,"Scleria ciliaris","73.0","Batanghari","Jangga",1,"Rubber",2018
"561",220,"Taenitis blechnoides","8.0","Batanghari","Jangga",1,"Rubber",2018
"562",220,"Molinera latifolia","7.0","Batanghari","Jangga",1,"Rubber",2018
"563",220,"Ludwigia octovalvis","1.0","Batanghari","Jangga",1,"Rubber",2018
"564",220,"Mussaenda frondosa","12.0","Batanghari","Jangga",1,"Rubber",2018
"565",220,"Talas ","7.0","Batanghari","Jangga",1,"Rubber",2018
"566",220,"Cyrtococcum patens","40.0","Batanghari","Jangga",1,"Rubber",2018
"567",220,"Obat kuat","10.0","Batanghari","Jangga",1,"Rubber",2018
"568",220,"Lindsae ensifolia ","2.0","Batanghari","Jangga",1,"Rubber",2018
"569",220,"Kayu berumbung","2.0","Batanghari","Jangga",1,"Rubber",2018
"570",220,"Centrocema pubescens","1.0","Batanghari","Jangga",1,"Rubber",2018
"571",246,"Dicranopteris linearis","21","Batanghari","Sri Dadi",1,"Rubber",2018
"572",246,"Melastoma malabathricum","8","Batanghari","Sri Dadi",1,"Rubber",2018
"573",246,"Centotheca lappacea","12","Batanghari","Sri Dadi",1,"Rubber",2018
"574",246,"LN: Pandan","1","Batanghari","Sri Dadi",1,"Rubber",2018
"575",246,"Imperata cylindrica","9","Batanghari","Sri Dadi",1,"Rubber",2018
"576",246,"Lindsaea ensifolia","7","Batanghari","Sri Dadi",1,"Rubber",2018
"577",246,"Lasianthus inaequalis","26","Batanghari","Sri Dadi",1,"Rubber",2018
"578",246,"Cyrtococcum patens","17","Batanghari","Sri Dadi",1,"Rubber",2018
"579",246,"Sauropus androgynus","2","Batanghari","Sri Dadi",1,"Rubber",2018
"580",247,"Mikania micrantha","1","Batanghari","Sri Dadi",1,"Rubber",2018
"581",247,"Melastoma malabathricum","17","Batanghari","Sri Dadi",1,"Rubber",2018
"582",247,"Cyrtococcum patens","356","Batanghari","Sri Dadi",1,"Rubber",2018
"583",247,"Clidemia hirta","27","Batanghari","Sri Dadi",1,"Rubber",2018
"584",247,"Scleria ciliaris","30","Batanghari","Sri Dadi",1,"Rubber",2018
"585",247,"Daun Jari","1","Batanghari","Sri Dadi",1,"Rubber",2018
"586",247,"Oxalis barrelieri","3","Batanghari","Sri Dadi",1,"Rubber",2018
"587",247,"Rothmannia macrophylla","7","Batanghari","Sri Dadi",1,"Rubber",2018
"588",247,"Molinera latifolia","1","Batanghari","Sri Dadi",1,"Rubber",2018
"589",247,"Leptaspis urceolata","426","Batanghari","Sri Dadi",1,"Rubber",2018
"590",247,"Endospermum diadenum","11","Batanghari","Sri Dadi",1,"Rubber",2018
"591",248,"Daun Katu","2","Batanghari","Sri Dadi",2,"Rubber",2018
"592",248,"Croton hirtus","7","Batanghari","Sri Dadi",2,"Rubber",2018
"593",248,"Molinera latifolia","1","Batanghari","Sri Dadi",2,"Rubber",2018
"594",248,"Melastoma malabathricum","11","Batanghari","Sri Dadi",2,"Rubber",2018
"595",248,"Clidemia hirta","32","Batanghari","Sri Dadi",2,"Rubber",2018
"596",248,"Scleria ciliaris","37","Batanghari","Sri Dadi",2,"Rubber",2018
"597",248,"Cyrtococcum patens","1680","Batanghari","Sri Dadi",2,"Rubber",2018
"598",248,"Daun Hijau","1","Batanghari","Sri Dadi",2,"Rubber",2018
"599",248,"Molinera latifolia","1","Batanghari","Sri Dadi",2,"Rubber",2018
"600",248,"Vittaria elongata","32","Batanghari","Sri Dadi",2,"Rubber",2018
"601",249,"Mimosa pudica","2","Batanghari","Sri Dadi",1,"Rubber",2018
"602",249,"Molinera latifolia","3","Batanghari","Sri Dadi",1,"Rubber",2018
"603",249,"Lygodium circinatum","7","Batanghari","Sri Dadi",1,"Rubber",2018
"604",249,"Asystasia gangetica","13","Batanghari","Sri Dadi",1,"Rubber",2018
"605",249,"Clidemia hirta","45","Batanghari","Sri Dadi",1,"Rubber",2018
"606",249,"Croton hirtus","2","Batanghari","Sri Dadi",1,"Rubber",2018
"607",249,"Ageratum conyzoides","3","Batanghari","Sri Dadi",1,"Rubber",2018
"608",249,"Melastoma malabathricum","6","Batanghari","Sri Dadi",1,"Rubber",2018
"609",249,"tanaman Boncel","2","Batanghari","Sri Dadi",1,"Rubber",2018
"610",249,"Rolandra fruticosa","18","Batanghari","Sri Dadi",1,"Rubber",2018
"611",249,"Leptaspis urceolata","12","Batanghari","Sri Dadi",1,"Rubber",2018
"612",249,"Mussaenda frondosa","1","Batanghari","Sri Dadi",1,"Rubber",2018
"613",249,"Oxalis barrelieri","2","Batanghari","Sri Dadi",1,"Rubber",2018
"614",249,"Scleria ciliaris","38","Batanghari","Sri Dadi",1,"Rubber",2018
"615",249,"Cleome Rutidosperma","21","Batanghari","Sri Dadi",1,"Rubber",2018
"616",249,"Centotheca lappacea","32","Batanghari","Sri Dadi",1,"Rubber",2018
"617",249,"Passiflora Foetida","2","Batanghari","Sri Dadi",1,"Rubber",2018
"618",249,"Centrosema Pubescens","2","Batanghari","Sri Dadi",1,"Rubber",2018
"619",251,"Macaranga bancana","2","Batanghari","Sri Dadi",2,"Rubber",2018
"620",251,"Scleria ciliaris","49","Batanghari","Sri Dadi",2,"Rubber",2018
"621",251,"Spermaococe cristata","3","Batanghari","Sri Dadi",2,"Rubber",2018
"622",251,"Lindsaea ensifolia","10","Batanghari","Sri Dadi",2,"Rubber",2018
"623",251,"Clidemia hirta","71","Batanghari","Sri Dadi",2,"Rubber",2018
